Distance/m,Chi = 0.1,Chi = 0.2,Chi = 0.30000000000000004,Chi = 0.4,Chi = 0.5,Chi = 0.6,Chi = 0.7,Chi = 0.7999999999999999,Chi = 0.8999999999999999,Chi = 0.9999999999999999
0.1,9095.860725124892,8838.805722089146,8105.43358931858,5922.266013956187,4966.819171169904,4132.063088327701,3718.605013709558,3229.559900959329,2970.2393278109544,2751.220060176372,
10.1,4802.601010215148,4557.074866640218,4146.396591449658,3016.549919973801,2532.906962466305,2095.914977100984,1887.5146046741079,1637.2660834136475,1502.9297158265947,1388.2910679578129,
20.1,4163.214880845937,3915.331687681822,3556.7504357878915,2582.448880534947,2166.0919885193907,1793.5074813772876,1612.1033328066533,1397.162326636115,1283.5644401119023,1188.589767465336,
30.1,3790.5369274157433,3541.785459639717,3204.075321670413,2328.510147802099,1958.237408516028,1619.3153712624598,1454.2020718800668,1259.4921569611327,1156.7966418359035,1069.3599120212625,
40.1,3523.2647974919173,3276.6184418674516,2964.2046265174595,2142.9608159058103,1800.0386574520514,1491.6365059825164,1337.2338172929478,1161.631007239606,1065.237141296636,984.5643077506398,
50.1,3316.016555814525,3069.224232281543,2775.9953891737277,2007.10639981929,1684.8349994216169,1391.3384071209646,1251.5421868109386,1084.3056352416288,996.6306546713946,920.0146674987251,
60.1,3145.4820039146284,2899.6783549417028,2612.3821159756662,1891.6058842841335,1591.048327316538,1311.825832020131,1177.4918334518256,1020.6953517094802,936.2489365677197,865.797330997088,
70.1,3006.5311088666936,2759.971763365522,2486.149574036638,1795.6586565103844,1501.9243571870081,1242.078162863962,1113.0492285310252,967.2707952520041,887.883430105883,820.2437698309809,
80.1,2881.8812557587175,2632.184619993265,2368.145850524566,1710.7503035840512,1433.713128271654,1183.1723728051982,1060.2334475436223,921.7325264891723,845.4216322083436,780.6283769463389,
90.1,2770.0276638835708,2527.568448979983,2269.4504317415435,1633.9413159742662,1371.8710358750598,1131.6915838754187,1015.098574359679,881.5726870620055,810.7515750389931,746.4939267699235,
100.1,2673.279727078929,2429.9190302562715,2179.5103062705493,1571.9491832474723,1315.3337037908452,1087.3432814226232,976.5897957168311,844.8623000143671,775.0018051526332,717.3255537970833,
110.1,2587.486951840629,2338.545124628737,2098.942782069421,1510.3765175353185,1268.7090446784898,1041.8986926634211,938.8949426901047,813.1951644664426,746.2524951872034,686.8173152027483,
