Chi(%),Avg Throughput per user(kBps)
0.0,0.0
0.01,0.0
0.02,0.0
0.03,0.0
0.04,720.3596979545207
0.05,733.802626419201
0.060000000000000005,763.4269414625372
0.07,740.5928237847475
0.08,743.898000516084
0.09,729.4294495763096
0.09999999999999999,719.251090526215
0.10999999999999999,725.7980753932827
0.11999999999999998,728.4736687298574
0.12999999999999998,716.1051221695615
0.13999999999999999,716.3685624572279
0.15,715.2345577576764
0.16,716.8361175999951
0.17,720.6464795963
0.18000000000000002,719.603273619261
0.19000000000000003,716.9655777598491
0.20000000000000004,712.934920459187
0.21000000000000005,714.0997998797545
0.22000000000000006,718.5841568839018
0.23000000000000007,717.788991084544
0.24000000000000007,716.2953469762225
0.25000000000000006,717.9863720442278
0.26000000000000006,718.7817831300276
0.2700000000000001,718.2866733655935
0.2800000000000001,717.8362049731095
0.2900000000000001,720.9736068314243
0.3000000000000001,719.40105699543
0.3100000000000001,718.6397818139187
0.3200000000000001,717.8311831934058
0.3300000000000001,716.4722660442372
0.34000000000000014,717.0591831080343
0.35000000000000014,716.9426780225559
0.36000000000000015,716.6800477288655
0.37000000000000016,713.8036622360125
0.38000000000000017,713.9341917378927
0.3900000000000002,713.4216506926073
0.4000000000000002,713.6796551250675
0.4100000000000002,715.9775153680529
0.4200000000000002,716.6905970175707
0.4300000000000002,717.8911481679485
0.4400000000000002,717.5285695410878
0.45000000000000023,717.3659533118473
0.46000000000000024,715.7844298658699
0.47000000000000025,716.7608605005616
0.48000000000000026,716.6082324486684
0.49000000000000027,717.4299461672642
0.5000000000000002,718.0050488702141
0.5100000000000002,717.8235777675524
0.5200000000000002,717.8191786348718
0.5300000000000002,717.3806292190185
0.5400000000000003,716.9337740542068
0.5500000000000003,720.1069992938159
0.5600000000000003,719.485264173012
0.5700000000000003,719.635972135075
0.5800000000000003,719.8284255879095
0.5900000000000003,720.1945271058387
0.6000000000000003,720.055548999471
0.6100000000000003,720.4706150653079
0.6200000000000003,720.511289687033
0.6300000000000003,720.8392644582339
0.6400000000000003,720.1103325424585
0.6500000000000004,720.5588031455906
0.6600000000000004,720.1621807100043
0.6700000000000004,720.8754365816828
0.6800000000000004,721.4291223323761
0.6900000000000004,720.4431801510625
0.7000000000000004,720.1785086062422
0.7100000000000004,720.3643793970183
0.7200000000000004,719.2661653667759
0.7300000000000004,719.5424032687712
0.7400000000000004,719.1028181614623
0.7500000000000004,718.222808652273
0.7600000000000005,719.142426026234
0.7700000000000005,719.1090441473267
0.7800000000000005,718.9975220215913
0.7900000000000005,719.0214651605756
0.8000000000000005,719.0368738870685
0.8100000000000005,718.4969224994461
0.8200000000000005,718.1149187616793
0.8300000000000005,717.5985990392411
0.8400000000000005,717.8468195103912
0.8500000000000005,718.0875827051284
0.8600000000000005,717.8224592402814
0.8700000000000006,718.1986545161128
0.8800000000000006,717.2485709737656
0.8900000000000006,717.5497915929891
0.9000000000000006,717.6912626215174
0.9100000000000006,717.5025740266873
0.9200000000000006,717.7928608763975
0.9300000000000006,717.5786883470148
0.9400000000000006,716.9253841599018
0.9500000000000006,717.175415218459
0.9600000000000006,717.4328658129755
0.9700000000000006,717.3370185438118
0.9800000000000006,717.3435187654978
0.9900000000000007,717.5590491972822
