Chi,T_avg (kBps)
0.1,139.80523512338655
0.11,140.66479009070554
0.12,152.78888628639686
0.13,155.4713777361207
0.14,152.91470394057436
0.15000000000000002,153.7760224908985
0.16000000000000003,157.06382535783888
0.17000000000000004,158.50923863942478
0.18000000000000005,157.40044478290983
0.19000000000000006,156.5969132979619
0.20000000000000007,161.41303633651358
0.21000000000000008,162.76455595637123
0.22000000000000008,163.03624898560136
0.2300000000000001,160.44964521171877
0.2400000000000001,165.14635582754426
0.2500000000000001,165.7113048859246
0.2600000000000001,164.33111607524359
0.27000000000000013,162.78882579668522
0.28000000000000014,166.76326822148923
0.29000000000000015,165.95952183851148
0.30000000000000016,167.18788443213367
0.31000000000000016,167.3812139692319
0.3200000000000002,168.24059916463284
0.3300000000000002,167.95146094692006
0.3400000000000002,168.5551347757851
0.3500000000000002,169.29097446587528
0.3600000000000002,169.77891011269966
0.3700000000000002,168.69053105862315
0.3800000000000002,168.39675886635987
0.39000000000000024,169.10949544023197
0.40000000000000024,169.5579389678695
0.41000000000000025,169.5145655656888
0.42000000000000026,170.5864558219515
0.43000000000000027,169.0165673814305
0.4400000000000003,171.9522600690124
0.4500000000000003,170.51483512632595
0.4600000000000003,171.20355039299514
0.4700000000000003,169.6163644027775
0.4800000000000003,171.32473753832497
0.4900000000000003,170.76603311317467
0.5000000000000003,169.866790280484
0.5100000000000003,170.48951862713295
0.5200000000000004,170.88293218712752
0.5300000000000004,171.31391804444266
0.5400000000000004,171.2549792562114
0.5500000000000004,171.61430579346086
0.5600000000000004,172.08642752068437
0.5700000000000004,171.10065335844763
0.5800000000000004,172.14133033120663
0.5900000000000004,171.76726015370383
0.6000000000000004,171.51457014220549
0.6100000000000004,172.79537185505663
0.6200000000000004,171.64712238916667
0.6300000000000004,170.313242902946
0.6400000000000005,172.76060874574313
0.6500000000000005,172.35722177231202
0.6600000000000005,172.04484054965283
0.6700000000000005,171.56750532275464
0.6800000000000005,172.84534730702393
0.6900000000000005,172.08894566747182
0.7000000000000005,172.80036047998084
0.7100000000000005,172.10089154997124
0.7200000000000005,171.65868490613047
0.7300000000000005,173.0258074833875
0.7400000000000005,172.59930790292202
0.7500000000000006,172.02137570691738
0.7600000000000006,172.72160454289175
0.7700000000000006,172.66900722636987
0.7800000000000006,172.12381850466315
0.7900000000000006,172.79973758031187
0.8000000000000006,173.51463961410354
0.8100000000000006,173.55197884836033
0.8200000000000006,173.6005558172314
0.8300000000000006,172.45473955645213
0.8400000000000006,173.30775778939062
0.8500000000000006,173.8298451665347
0.8600000000000007,173.141758344528
0.8700000000000007,173.34648818306854
0.8800000000000007,172.3412966035489
0.8900000000000007,173.31217345398176
0.9000000000000007,172.83886071888844
0.9100000000000007,174.1065289305871
0.9200000000000007,173.20473346609205
0.9300000000000007,173.11215394677586
0.9400000000000007,172.6709725213223
0.9500000000000007,172.25370233071658
0.9600000000000007,172.61093005591874
0.9700000000000008,172.5369362175946
0.9800000000000008,173.8033711769075
0.9900000000000008,172.3856530219656
