Distance/m,Chi = 0.1,Chi = 0.2,Chi = 0.30000000000000004,Chi = 0.4,Chi = 0.5,Chi = 0.6,Chi = 0.7,Chi = 0.7999999999999999,Chi = 0.8999999999999999,Chi = 0.9999999999999999
0.1,8927.37549478247,8690.386726767103,8602.43109873676,8510.048469855183,8464.433898665997,8405.443212074833,8372.80187824743,8330.24719755165,8305.457090241674,8283.140601694742,
10.1,4646.398286824785,4408.327108655725,4321.258664703959,4227.97759412866,4181.14184907515,4122.32547301249,4089.4731650198337,4047.001902893041,4022.325012266636,3999.928483224494,
20.1,4004.8800891301116,3768.3788001181065,3681.0539032618553,3589.6457642323226,3541.2783133280773,3483.2642537022234,3450.1060987728833,3409.4377097605775,3383.25421891377,3361.2853557556127,
30.1,3632.5253737713474,3392.8972821838533,3305.887451769673,3213.541825676336,3166.0137960854227,3108.200167154029,3075.533929326351,3034.143625063228,3008.661285773984,2986.1816182841953,
40.1,3367.730120454989,3128.7135396015824,3039.299774415494,2947.7151834314436,2899.972129454827,2842.715875188504,2810.375689688897,2768.5104298766937,2743.0097238192106,2720.001865672828,
50.1,3154.948104513337,2918.808360048716,2834.1342029397797,2741.52678766952,2693.4319504136847,2634.7890762430693,2602.130916985704,2560.3054573409813,2535.637643813251,2513.770889182785,
60.1,2990.912383073902,2749.430839191822,2663.641876017881,2571.3841846965506,2524.9329972921073,2465.9700763880733,2433.3777572970102,2392.273227221213,2367.67716701485,2343.882735278022,
70.1,2846.1687184464554,2608.717150243256,2521.497828466461,2429.591916702834,2381.362404969702,2324.710816863231,2291.7142398511683,2248.933471942281,2223.896507206313,2201.728013937289,
80.1,2724.904605010078,2485.6274209824655,2397.118066965501,2304.6391377462114,2256.8829765896908,2200.3804345599847,2167.3179246161144,2125.5805683911212,2100.9152305956086,2078.66880407224,
90.1,2616.1289365620996,2376.44712792971,2288.304594695173,2195.319842482041,2147.8288553669963,2090.378914640574,2058.8492507291567,2015.5285242451491,1990.661626080284,1969.1159819928646,
100.1,2516.0682892793416,2277.9924862655726,2190.5716128994845,2098.1144801543296,2051.7392765239683,1992.692848477036,1960.6097233428407,1919.0658716147577,1894.991504724454,1873.2355914212903,
110.1,2428.386185569406,2189.845012940596,2102.5160379528884,2008.8474373539636,1962.4785386628207,1904.204553871011,1872.5257907694029,1830.8379517915582,1805.7655326523554,1783.0079438990215,
120.1,2344.9836591962703,2105.860293059841,2020.896472102369,1929.0698810398494,1880.5140203806723,1824.1697270895688,1792.7430947036028,1749.9039464940079,1725.5463608474033,1702.68132605889,
130.1,2270.3090746791536,2033.3782619445046,1945.374742365487,1852.3578444485508,1808.6569281401808,1749.8928796264383,1718.4245281892877,1675.8219673025237,1651.0568855053882,1628.5783851956278,
140.1,2201.515422222983,1963.8914656154966,1877.5656369706103,1785.6227050036284,1738.839443246333,1682.0162688367755,1649.3536850963183,1608.0903475932305,1583.895723107688,1561.2027527852026,
