Distance/m,Chi = 0.1,Chi = 0.2,Chi = 0.30000000000000004,Chi = 0.4,Chi = 0.5,Chi = 0.6,Chi = 0.7,Chi = 0.7999999999999999,Chi = 0.8999999999999999,Chi = 0.9999999999999999
0.1,8977.611500056966,8730.876511946091,8207.811930306263,6427.196310864803,5482.679727077585,4479.817414278523,3980.999389683115,3409.0690488244218,3109.850316562293,2859.1642722443758,
10.1,4696.654260849545,4451.207896282597,4153.846917686541,3240.9072242762054,2764.904053995329,2254.86184236283,2004.7522026744832,1717.2571241937678,1565.549720344844,1439.2744311693564,
20.1,4057.8429009612782,3811.696844585739,3543.3944620514867,2760.940526756513,2359.580367026671,1923.4221487023408,1709.1258576998068,1464.3823248295125,1336.4732033861396,1227.8962917855108,
30.1,3681.627225256003,3438.6259256107082,3190.9350085658284,2489.0971578302765,2121.9546284604176,1730.0379928506175,1538.5691525740351,1316.429722301564,1201.8224483409922,1104.4189230068691,
40.1,3415.788212951194,3173.448488377601,2937.4939751326897,2288.640176408998,1952.4573171682748,1590.829213820205,1414.5839976764128,1210.694063336501,1104.745948049731,1016.1707787979361,
50.1,3206.8492041967247,2965.1401342853133,2738.6910720479464,2133.902188226405,1820.1169063850537,1484.3341735812694,1320.2425540341346,1128.4644430065362,1030.8634156730518,947.40484694285,
60.1,3041.3977895031753,2798.775311902387,2581.1860684355242,2009.255893201837,1713.263733218826,1396.3153851136344,1241.4585145523142,1062.2943165161225,969.1924757074128,890.5448880185713,
70.1,2896.162811312884,2653.4805085980897,2448.7715430797493,1902.3857978101173,1623.6422884223637,1322.3483060704314,1176.3677003373687,1006.0107912616991,917.1864682522104,843.9328843042504,
80.1,2779.027619953191,2530.524628498201,2330.143752204912,1808.06365544243,1544.7786167912054,1259.651569240449,1119.425581565455,958.4032275183799,873.9993004884203,803.2277483952204,
90.1,2668.534857448101,2421.222900664781,2224.9045050296418,1729.1767005231936,1475.870158602844,1202.4789896049394,1067.7142879366804,915.1965977861017,833.8243303344738,766.7912084288821,
100.1,2569.318738513494,2326.494187122466,2134.3642816317815,1657.9994612203877,1411.5883616534757,1151.9938467580616,1023.3665835357966,876.6116138531296,798.9378073399575,734.9420533568218,
110.1,2480.345441154504,2236.441157827382,2051.8215145019135,1592.1065021339614,1359.293101873987,1106.4626332602056,985.2038212115344,842.2427602546868,767.4019948671183,705.4710890527008,
120.1,2400.4968271027114,2157.0807125153924,1975.8658906948458,1531.382385922124,1305.71032983369,1065.08561092296,946.6683256499285,809.9933233274252,739.1122850607661,679.3763177380675,
130.1,2325.0424313194285,2083.2381536092275,1905.6107543215642,1478.3445972235968,1260.6454858015727,1026.9952415221856,912.5764359092973,780.9360419489102,711.9588156385558,654.802761364424,
140.1,2260.7725148016475,2013.7963594610433,1842.256303261747,1429.0105695352718,1217.973153150368,990.2093024366173,880.8714994445087,754.2749615285029,687.7258250188796,632.7046656669784,
150.1,2198.696527471822,1954.1305547292397,1782.3606187292326,1378.6127522212423,1176.388211481961,957.3930741678155,852.2360943136254,730.3324541580803,665.378408787916,611.6934762642843,
160.1,2139.2570838761144,1893.6130782180198,1726.0533683349065,1337.0734517981562,1139.9704200388596,929.0600840457034,824.2242593576409,707.0260783944364,643.8451289305253,592.2356224309088,
170.1,2081.7728225803658,1839.4924267634376,1672.9912549587186,1294.8727480414104,1106.24776666277,899.7306428491952,798.3538052609792,685.2574898125438,623.5770216563127,573.9374598273212,
