Chi(%),Avg Throughput per user(kBps)
0.1,1432.4758000116867
0.15000000000000002,1364.6092968726812
0.2,1336.8246154938538
0.25,1326.1433507099823
0.3,1316.864782768705
0.35,1323.9768954123238
0.39999999999999997,1326.9146782228993
0.44999999999999996,1328.2802090121725
0.49999999999999994,1324.2410026860903
0.5499999999999999,1327.9933348714626
0.6,1329.1567552169333
0.65,1327.5186640556258
0.7000000000000001,1327.3022315478433
0.7500000000000001,1326.2319655934
0.8000000000000002,1326.6409768673543
0.8500000000000002,1327.6895905026206
0.9000000000000002,1328.8041047473737
0.9500000000000003,1328.8011003600955
