Chi(%),Avg Throughput per user(kBps)
0.1,691.0830387305454
0.15000000000000002,719.1840651707564
0.2,732.1476180150642
0.25,737.766799618955
0.3,724.9020770021849
0.35,724.8748818551969
0.39999999999999997,717.657677319981
0.44999999999999996,717.1307265299997
0.49999999999999994,712.4402089680198
0.5499999999999999,713.6449489792954
0.6,712.4089841611602
0.65,710.4144710642759
0.7000000000000001,709.2144056663112
0.7500000000000001,706.1370832774443
0.8000000000000002,709.2380415522059
0.8500000000000002,711.0763990505923
0.9000000000000002,711.2566689058468
0.9500000000000003,711.9451194650279
