Chi(proportion),Avg UE Throughput(kBps),Spectral Efficiency,Fairness Idx,Cell-Edge Throughput(kBps),Discrimination Idx,Entropy
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0.0,0.0,0.0,0.0,0.0,0.0
0.015,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0.0,0.0,0.0,0.0,0.0,0.0
0.025,0.0,0.0,0.0,0.0,0.0,0.0
0.030000000000000002,0.0,0.0,0.0,0.0,0.0,0.0
0.035,0.0,0.0,0.0,0.0,0.0,0.0
0.04,1508.456658509294,5.7321353023353176E-6,0.8197906444213899,648.6382587939974,0.1812093555786096,4.107931943335929
0.045,1521.5199463638144,5.781775796182498E-6,0.81703219924145,652.9724755585701,0.18396780075855007,4.105788778963479
0.049999999999999996,1515.4684053145972,5.7587799401954735E-6,0.8136892539972047,650.3077487948485,0.18731074600279582,4.103079086307241
0.05499999999999999,1516.0681689636117,5.761059042061725E-6,0.8215174822039544,652.50168581908,0.17948251779604604,4.109309965616864
0.05999999999999999,1514.2309217108977,5.754077502501422E-6,0.8157698295505152,649.6734806873077,0.18523017044948567,4.104811116427286
0.06499999999999999,1514.112113344887,5.7536260307105624E-6,0.8158663555366741,645.5712390497207,0.18513364446332645,4.104433891047066
0.06999999999999999,1519.4151740003742,5.7737776612014175E-6,0.81928189461317,649.2114258808989,0.18171810538682956,4.1071026160591755
0.075,1524.5218954823813,5.793183202833047E-6,0.8160443070709102,648.5012526549413,0.1849556929290892,4.1044765666325445
0.08,1505.0251937890537,1.143819147279682E-5,0.8021014072634639,651.8408367719585,0.19889859273653665,5.094432853665507
0.085,1515.163496336254,1.151524257215553E-5,0.7999797456927207,657.4386187170791,0.20102025430727988,5.092675804025517
0.09000000000000001,1509.310824892697,1.14707622691845E-5,0.7998335889493471,648.4817444522348,0.20116641105065278,5.092096289899317
0.09500000000000001,1493.6036852176921,1.1351388007654479E-5,0.8015774914909043,648.8238881067051,0.19942250850909674,5.093818729338493
0.10000000000000002,1515.3070125401614,1.151633329530523E-5,0.7982909458147945,651.2127175841596,0.202709054185206,5.090824762772073
0.10500000000000002,1515.8924156917617,1.1520782359257385E-5,0.8009456635011705,661.1362089592504,0.2000543364988313,5.0934051373054325
0.11000000000000003,1507.5153176488263,1.1457116414131106E-5,0.7990578798405467,649.6923459462456,0.20194212015945398,5.091089196636336
0.11500000000000003,1518.4264021090755,1.1540040656028963E-5,0.7958462737902297,652.9338197346937,0.20515372620977096,5.088519373181354
0.12000000000000004,1230.3419756883072,1.402589852284668E-5,0.650291823819117,1.8675042447277743,0.3507081761808837,5.380739549884987
0.12500000000000003,1228.9693248194674,1.401025030294189E-5,0.6513600654581293,3.3382152623717833,0.3496399345418719,5.3802444435762125
0.13000000000000003,1239.6915508521624,1.413248367971466E-5,0.6529505994607564,1.0494573553873237,0.34804940053924255,5.38575075715734
0.13500000000000004,1229.8330735794118,1.4020097038805281E-5,0.6518626594696482,0.5498734903216621,0.3491373405303532,5.38356850115654
0.14000000000000004,1235.7376366183282,1.408740905744895E-5,0.6526882224280537,1.1578827373257292,0.3483117775719473,5.384662659394381
0.14500000000000005,1236.3494684783886,1.4094383940653615E-5,0.6490538520368188,0.0,0.35194614796318013,5.379725631174786
0.15000000000000005,1231.9089589918717,1.404376213250735E-5,0.6500021385957522,1.6064743181878876,0.3509978614042483,5.380646741618107
0.15500000000000005,1232.6941727128828,1.4052713568926832E-5,0.6528193083433935,1.1615318148143188,0.3481806916566081,5.3827059535950585
0.16000000000000006,954.4304288671344,1.4507342518780473E-5,0.505670618827777,0.0,0.49532938117222314,5.432896983887012
0.16500000000000006,957.4027021688323,1.4552521072966282E-5,0.5083644054326739,0.0,0.492635594567326,5.439091769215298
0.17000000000000007,956.598379014894,1.454029536102635E-5,0.510064448426302,0.0,0.4909355515736981,5.441359472960859
0.17500000000000007,960.5081419818293,1.45997237581238E-5,0.5069670268358911,0.0,0.494032973164109,5.437475685789822
0.18000000000000008,957.555470515676,1.4554843151838275E-5,0.5061439996723808,0.0,0.4948560003276193,5.434921300850236
0.18500000000000008,961.5654644673505,1.4615795059903728E-5,0.5084034403350648,0.0,0.4925965596649352,5.441799307036682
0.19000000000000009,957.075163718975,1.454754248852842E-5,0.5064524247257286,0.0,0.4945475752742714,5.435114759846934
0.1950000000000001,954.6939831351222,1.4511348543653866E-5,0.5066623715822577,0.0,0.49433762841774237,5.434993116295453
0.2000000000000001,777.9293819609135,1.4780658257257354E-5,0.41368180330247933,0.0,0.5873181966975204,5.463569610579045
0.2050000000000001,778.6690292924906,1.479471155655731E-5,0.412192792260269,0.0,0.5888072077397317,5.460898774770903
