Chi,T_avg (kBps)
0.1,261.48385765291454
0.11,269.14099255163586
0.12,278.28183241701475
0.13,280.271527435451
0.14,284.35732428627733
0.15000000000000002,278.26554793690786
0.16000000000000003,288.46315718730654
0.17000000000000004,288.21783229375484
0.18000000000000005,288.50643475930747
0.19000000000000006,288.4559227451012
0.20000000000000007,296.4174997095169
0.21000000000000008,293.10751980666925
0.22000000000000008,295.45593679998115
0.2300000000000001,295.83524448212574
0.2400000000000001,299.5579698207825
0.2500000000000001,302.0190144178451
0.2600000000000001,299.8697436750611
0.27000000000000013,300.0485807075658
0.28000000000000014,302.0142339804932
0.29000000000000015,304.3760007576659
0.30000000000000016,301.6786252315414
0.31000000000000016,302.46405858056744
0.3200000000000002,301.9750811761919
0.3300000000000002,303.48542644747874
0.3400000000000002,304.60769675772127
0.3500000000000002,306.62693861312437
0.3600000000000002,307.6510105227952
0.3700000000000002,304.5007872365848
0.3800000000000002,306.8045509057368
0.39000000000000024,305.400732942935
0.40000000000000024,307.14022042252634
0.41000000000000025,307.3398492889328
0.42000000000000026,307.6886471929693
0.43000000000000027,307.4178875942202
0.4400000000000003,307.89103503408165
0.4500000000000003,309.8901932000758
0.4600000000000003,308.2123947408587
0.4700000000000003,308.8440961361905
0.4800000000000003,310.6703301090498
0.4900000000000003,310.54325993919326
0.5000000000000003,310.1091617946258
0.5100000000000003,308.48956227562053
0.5200000000000004,311.04326852744725
0.5300000000000004,309.68314527676847
0.5400000000000004,310.43613494204675
0.5500000000000004,311.6252210502061
0.5600000000000004,310.5802037089547
0.5700000000000004,312.04766719031227
0.5800000000000004,311.2847023586949
0.5900000000000004,313.21430257498037
0.6000000000000004,312.73376304418315
0.6100000000000004,313.63303824551076
0.6200000000000004,312.687941923359
0.6300000000000004,313.1819850508221
0.6400000000000005,314.77889025139007
0.6500000000000005,314.27202299612
0.6600000000000005,312.52636487727005
0.6700000000000005,312.9631528207646
0.6800000000000005,313.6255610618247
0.6900000000000005,313.6061299848036
0.7000000000000005,312.41381780641683
0.7100000000000005,314.07792995673253
0.7200000000000005,313.6137487098892
0.7300000000000005,313.18021900516226
0.7400000000000005,314.1198448815939
0.7500000000000006,314.34154785068745
0.7600000000000006,314.20517900972334
0.7700000000000006,316.3992221460502
0.7800000000000006,314.32853654652655
0.7900000000000006,315.88019795203445
0.8000000000000006,316.4909815238431
0.8100000000000006,313.7398890768282
0.8200000000000006,314.6136264737472
0.8300000000000006,314.02223000901296
0.8400000000000006,316.50369479737407
0.8500000000000006,314.7156067044361
0.8600000000000007,314.82123458792756
0.8700000000000007,316.025649853869
0.8800000000000007,316.15017333710114
0.8900000000000007,316.0571795895976
0.9000000000000007,315.7683855276823
0.9100000000000007,313.6018639151129
0.9200000000000007,315.79192129631764
0.9300000000000007,317.0478476552093
0.9400000000000007,315.08147285543646
0.9500000000000007,315.64739103816714
0.9600000000000007,317.3091252084981
0.9700000000000008,316.9323671737002
0.9800000000000008,317.454338239519
0.9900000000000008,315.7910041108461
