Chi(%),Avg Throughput per user(kBps)
0.1,922.0110708733498
0.15000000000000002,962.8919709117101
0.2,940.9909042491978
0.25,932.2820797458119
0.3,933.6743022128996
0.35,940.9065557300531
0.39999999999999997,950.6189004610445
0.44999999999999996,946.4052955915253
0.49999999999999994,942.3780256387569
0.5499999999999999,944.697655059104
0.6,941.5254365624323
0.65,941.8955400184371
0.7000000000000001,942.5015568481682
0.7500000000000001,943.0914679935024
0.8000000000000002,941.2057889569423
0.8500000000000002,939.3899241044846
0.9000000000000002,938.7844563129993
0.9500000000000003,939.8221968938722
