Chi(%),Avg Throughput per user(kBps)
0.1,1234.5618135379787
0.15000000000000002,1206.647346376333
0.2,1209.1371752086147
0.25,1208.5704564873572
0.3,1203.4978983832898
0.35,1210.5287730034634
0.39999999999999997,1210.8052835812355
0.44999999999999996,1212.107929940115
0.49999999999999994,1222.119541533573
0.5499999999999999,1220.7711663880023
0.6,1217.7007864717707
0.65,1215.3509159627233
0.7000000000000001,1216.7155029673042
0.7500000000000001,1216.816676261005
0.8000000000000002,1213.2956691761121
0.8500000000000002,1214.270918794252
0.9000000000000002,1215.3477856433294
0.9500000000000003,1218.6808249441935
