Chi,T_avg (kBps)
0.0,0.0
0.01,0.0
0.02,0.0
0.03,0.0
0.04,311.7479517549093
0.05,313.0111482444671
0.060000000000000005,311.50434366849623
0.07,322.1911166384441
0.08,350.21740673097105
0.09,361.4986154895316
0.09999999999999999,354.74342478278385
0.10999999999999999,356.3067532992404
0.11999999999999998,356.4051565389509
0.12999999999999998,375.14711593659825
0.13999999999999999,375.71653482380947
0.15,372.38388973711704
0.16,383.7476718212423
0.17,382.39806752386784
0.18000000000000002,386.78742046002105
0.19000000000000003,384.72588207142854
0.20000000000000004,393.19583501935665
0.21000000000000005,393.1934421516657
0.22000000000000006,393.2288140113486
0.23000000000000007,392.0892767859253
0.24000000000000007,397.4291237256784
0.25000000000000006,397.54871577719416
0.26000000000000006,396.837161516402
0.2700000000000001,395.6263231438186
0.2800000000000001,402.44746699394807
0.2900000000000001,396.12096744292455
0.3000000000000001,401.7668667756124
0.3100000000000001,398.9801602683674
0.3200000000000001,398.66609536559133
0.3300000000000001,402.4769311717311
0.34000000000000014,401.78352164057253
0.35000000000000014,406.00223796211117
0.36000000000000015,404.3064348748645
0.37000000000000016,405.4633425471589
0.38000000000000017,405.5183051338791
0.3900000000000002,408.0030465557005
0.4000000000000002,403.9962952702769
0.4100000000000002,406.75831683118014
0.4200000000000002,406.00220488317467
0.4300000000000002,408.63126264525215
0.4400000000000002,408.4455368263629
0.45000000000000023,405.95632521701947
0.46000000000000024,407.0341657482773
0.47000000000000025,407.0756632278781
0.48000000000000026,409.1091326062583
0.49000000000000027,410.8850916421272
0.5000000000000002,408.0473387545892
0.5100000000000002,409.5773680737062
0.5200000000000002,409.5362155568307
0.5300000000000002,411.3527772655476
0.5400000000000003,410.8455184765345
0.5500000000000003,408.49798942149
0.5600000000000003,411.84862773444524
0.5700000000000003,409.4260052934932
0.5800000000000003,410.945781774892
0.5900000000000003,411.81338733471966
0.6000000000000003,411.290661215916
0.6100000000000003,410.8787225150269
0.6200000000000003,413.33327056955085
0.6300000000000003,412.5536203339232
0.6400000000000003,413.1280816487052
0.6500000000000004,412.8040530937163
0.6600000000000004,411.3305747691018
0.6700000000000004,412.285845004605
0.6800000000000004,414.12466633248783
0.6900000000000004,412.6811663072252
0.7000000000000004,412.47724196407285
0.7100000000000004,413.43140769171754
0.7200000000000004,412.44093297893323
0.7300000000000004,413.11794120030834
0.7400000000000004,413.44451692006487
0.7500000000000004,414.58565205308463
0.7600000000000005,413.9338925419739
0.7700000000000005,412.7382061756389
0.7800000000000005,413.9105585427044
0.7900000000000005,415.71731531488524
0.8000000000000005,414.6265552991387
0.8100000000000005,413.93534820806025
0.8200000000000005,414.96896621182384
0.8300000000000005,414.4954426538005
0.8400000000000005,415.2042551871061
0.8500000000000005,413.5301314910145
0.8600000000000005,414.6512820930895
0.8700000000000006,414.86803995982996
0.8800000000000006,415.5920144658198
0.8900000000000006,414.8144635668059
0.9000000000000006,414.88943334001465
0.9100000000000006,415.7248585265755
0.9200000000000006,415.42766618423616
0.9300000000000006,414.3720375236303
0.9400000000000006,414.6798565664975
0.9500000000000006,413.0221772592177
0.9600000000000006,416.33305532093476
0.9700000000000006,414.24621622242125
0.9800000000000006,416.25089101209323
0.9900000000000007,414.4089407135937
