Chi,T_avg (kBps)
0.0,0.0
0.01,0.0
0.02,0.0
0.03,0.0
0.04,136.10852085433095
0.05,140.9323553753801
0.060000000000000005,139.31761101729475
0.07,135.83371321982335
0.08,166.1812129906146
0.09,166.60058374135448
0.09999999999999999,167.7267856670583
0.10999999999999999,172.13898168640767
0.11999999999999998,168.22572018283512
0.12999999999999998,178.92194909780218
0.13999999999999999,180.41467989808953
0.15,179.2192076905821
0.16,187.19413059449187
0.17,184.27574097877266
0.18000000000000002,185.98731466773694
0.19000000000000003,187.25169266138403
0.20000000000000004,191.97671379586887
0.21000000000000005,191.513088131525
0.22000000000000006,191.67211685211078
0.23000000000000007,190.67502863311518
0.24000000000000007,193.90773953181275
0.25000000000000006,194.80034879139922
0.26000000000000006,193.5576359408523
0.2700000000000001,193.354740088321
0.2800000000000001,196.13771131536026
0.2900000000000001,196.03164983197738
0.3000000000000001,196.6140029509079
0.3100000000000001,195.623744937141
0.3200000000000001,198.03147906991504
0.3300000000000001,197.59093794785363
0.34000000000000014,198.43718118945694
0.35000000000000014,197.4668903317831
0.36000000000000015,198.20183336520137
0.37000000000000016,199.31114752628196
0.38000000000000017,198.53508802370794
0.3900000000000002,201.57639082987635
0.4000000000000002,198.80837014390798
0.4100000000000002,201.05877012232224
0.4200000000000002,201.73352468569655
0.4300000000000002,199.89136622701966
0.4400000000000002,200.70529879904728
0.45000000000000023,200.74345244175015
0.46000000000000024,200.17926829681886
0.47000000000000025,199.74831819026522
0.48000000000000026,202.4619772032851
0.49000000000000027,202.814040884166
0.5000000000000002,199.69966503472446
0.5100000000000002,201.64311761441303
0.5200000000000002,201.40430004285997
0.5300000000000002,202.10261852723195
0.5400000000000003,201.97837890402147
0.5500000000000003,200.9404588797682
0.5600000000000003,201.4608817227749
0.5700000000000003,202.4384132364274
0.5800000000000003,200.68033657483556
0.5900000000000003,201.35012282755346
0.6000000000000003,202.37447447650482
0.6100000000000003,202.47059973846862
0.6200000000000003,202.04079694291664
0.6300000000000003,201.88567355764118
0.6400000000000003,203.15582345205
0.6500000000000004,202.37749565979018
0.6600000000000004,202.50810122663447
0.6700000000000004,203.19488293873687
0.6800000000000004,202.86870599176422
0.6900000000000004,202.87551017774513
0.7000000000000004,202.87336886749765
0.7100000000000004,202.5392957090704
0.7200000000000004,202.8553762588641
0.7300000000000004,202.44494054400616
0.7400000000000004,202.78342755112647
0.7500000000000004,203.04106076358633
0.7600000000000005,203.11710450471932
0.7700000000000005,202.3653653468526
0.7800000000000005,202.92596878677986
0.7900000000000005,203.29802702004977
0.8000000000000005,202.93022487200534
0.8100000000000005,204.25033687386477
0.8200000000000005,202.3113552071484
0.8300000000000005,203.2271023780111
0.8400000000000005,203.7897512247332
0.8500000000000005,203.60907391031822
0.8600000000000005,203.20962783938703
0.8700000000000006,205.38512217407876
0.8800000000000006,204.27941401733227
0.8900000000000006,203.86862879725032
0.9000000000000006,203.53951972789062
0.9100000000000006,202.5615867205037
0.9200000000000006,204.22534555847304
0.9300000000000006,203.56654950138952
0.9400000000000006,203.2921079095713
0.9500000000000006,204.0396973813126
0.9600000000000006,203.76094188527682
0.9700000000000006,203.62301703279468
0.9800000000000006,204.8548721849325
0.9900000000000007,203.26807175113538
