Chi(proportion),T_avg UE(kBps),Spectral Efficiency,Fairness Idx,Cell-Edge Throughput(kBps),Discrimination Idx,Entropy,Proportion UE dropped,Proportion of UE active,Eff chi mean BSs,Eff chi active UEs,T_Avg Active UE(kBps)
1.0,749.887402986903,3.411987683590423E-4,0.40573468293560516,3.642082249720902,0.5942653170643946,10.272779872900204,0.03008791208791202,0.96991208791209,0.9699120879120902,0.96991208791209,773.1495847094199
