Chi(proportion),T_avg UE(kBps),Spectral Efficiency,Fairness Idx,Cell-Edge Throughput(kBps),Discrimination Idx,Entropy,Proportion UE dropped,Proportion of UE active,Eff chi mean BSs,Eff chi active UEs,T_Avg Active UE(kBps)
1.0,757.646606033054,7.197642757314005E-5,0.43490998070775644,18.34294184750546,0.5650900192922436,8.15416565337953,0.0566863157894736,0.9433136842105246,0.9493394594594625,0.9433136842105246,803.2358480693753
0.96,776.9057147438874,7.085380118464243E-5,0.44632009662569083,62.576236073108696,0.553679903374309,8.128277861978733,0.039589912280702064,0.9604100877193005,0.8900352000000004,0.921993684210524,808.9503708293358
0.9199999999999999,794.3823929478316,6.942902114364058E-5,0.45653589393232136,89.67799570428292,0.5434641060676783,8.096519679482679,0.025093821510297473,0.9749061784897005,0.8286962162162168,0.896913684210529,814.8569093469656
0.8799999999999999,825.6560462528089,6.588735249097414E-5,0.47009566384850815,111.37591792406106,0.5299043361514918,8.004111803109083,0.007959899749373361,0.9920401002506253,0.7345536000000017,0.8729952882205506,832.2883759283519
0.8399999999999999,836.2136593352308,6.355223810947756E-5,0.4774121107470453,118.03851910910889,0.5225878892529547,7.9510611030733624,0.003905263157894709,0.9960947368421053,0.6699785513513522,0.8367195789473713,839.4805596193295
0.7999999999999998,847.2885047089792,6.117423003998827E-5,0.48656933678275277,124.37206715390147,0.5134306632172476,7.895694007243211,0.0016454293628808785,0.9983545706371141,0.6072536216216163,0.7986836565096846,848.6727573883726
0.7599999999999998,857.9019620536798,5.868049420447162E-5,0.49140385250185536,130.29918142770364,0.5085961474981445,7.829574191956486,5.935672514619874E-4,0.9994064327485398,0.5469691243243152,0.7595488888888822,858.4111773833802
0.7199999999999998,871.6133048527148,5.630621949348525E-5,0.49694738352897144,137.18294013432546,0.5030526164710285,7.7588456278309845,1.795665634674923E-4,0.999820433436532,0.4895283891891862,0.7198707120743197,871.7667219330112
0.6799999999999997,887.7443797711927,5.3974858290088465E-5,0.501455904717532,143.18381164850896,0.498544095282468,7.681944150766676,7.894736842105263E-5,0.9999210526315789,0.4351779459459515,0.6799463157894658,887.8128697918388
0.6399999999999997,899.7268200663012,5.12844287437792E-5,0.508472680710784,150.28750462355495,0.49152731928921584,7.60253489525523,7.017543859649123E-6,0.9999929824561404,0.38399861621621656,0.6399955087719191,899.7331169583514
0.5999999999999996,917.6291359982728,4.8817870035108056E-5,0.5167619354249188,158.6102064404408,0.48323806457508117,7.5180583708665925,0.0,1.0,0.3359993513513587,0.6000000000000113,917.6291359982728
0.5599999999999996,930.1095674762917,4.5947412633328885E-5,0.5242856852895973,167.4801949595916,0.4757143147104027,7.425980916249785,0.0,1.0,0.29120000000000223,0.5599999999999972,930.1095674762917
0.5199999999999996,948.4889837437761,4.32510976587162E-5,0.5339003644727209,177.88040607707484,0.4660996355272788,7.328264199657544,0.0,1.0,0.2495999999999939,0.5199999999999926,948.4889837437761
0.4799999999999996,957.0285686008457,4.0003794167515356E-5,0.5463615449685095,68.64161701050692,0.4536384550314904,7.203538653447436,0.051784688995216044,0.948215311004794,0.40375212972972946,0.4551433492822962,1009.3245518601449
0.4399999999999996,1008.9198915430788,3.8338955878637065E-5,0.5690641831227032,198.55226084848982,0.4309358168772963,7.121253620915811,0.019831578947368363,0.9801684210526341,0.34585617297297283,0.431274105263161,1029.3177792791298
0.39999999999999963,1043.4925446162704,3.568744502587647E-5,0.5892378050085716,239.71248317994466,0.41076219499142835,7.008498559886894,0.004912280701754397,0.9950877192982486,0.2866490810810854,0.3980350877192954,1048.6450197102781
0.35999999999999965,1078.1498973871314,3.277575688056886E-5,0.6009827116783444,264.3092894772299,0.39901728832165456,6.859867724049559,7.171052631578947E-4,0.9992828947368412,0.23021318918919106,0.35974184210527094,1078.9262215685958
0.3199999999999997,1106.6693276444767,2.9437404115343144E-5,0.614162378950602,287.92770542666983,0.3858376210493983,6.6870628750203664,9.774436090225564E-5,0.9999022556390977,0.1791820108108116,0.31996872180450586,1106.7811825031763
0.2799999999999997,1168.7265060581037,2.6646964338124743E-5,0.6421272253341752,321.26628429697524,0.357872774665826,6.497393315458015,0.009850877192982466,0.9901491228070247,0.1993088432432441,0.27724175438596466,1180.4112476824787
0.23999999999999969,1220.7924378941973,2.319505631998977E-5,0.6678137134644744,380.7040230846849,0.3321862865355253,6.272547719130061,3.578947368421053E-4,0.999642105263158,0.14390503783784012,0.23991410526316084,1221.216765907254
0.19999999999999968,1275.5918796780657,1.9388996571106573E-5,0.6840938850872929,424.86605255064705,0.31590611491270676,5.97105854898858,0.0,1.0,0.09600000000000007,0.19999999999999715,1275.5918796780657
0.15999999999999967,1341.8129949047743,1.529666814191443E-5,0.7133691132287812,484.9541102423225,0.28663088677121895,5.588447661390034,0.0,1.0,0.05760000000000062,0.15999999999999728,1341.8129949047743
0.11999999999999966,1449.9081265111581,1.1019301761484804E-5,0.7462113440811088,573.4871704539111,0.25378865591889127,5.036660303003927,0.0,1.0,0.028800000000000197,0.12000000000000148,1449.9081265111581
0.07999999999999965,1639.3668359757542,6.229593976707859E-6,0.7993545354504022,692.8749616560361,0.20064546454959742,4.085353293179052,0.0,1.0,0.009600000000000013,0.07999999999999864,1639.3668359757542
