UE min distance BS(km),UE T(kBps)
1410.8669196314206,1569.9850359328611
1113.5517149309344,259.185897090471
1613.171940483226,633.0498151520045
1245.1987318711192,386.4379182071961
401.9051838974444,1340.6165994635794
1594.0740586164038,1389.6115738863084
199.1891100067944,1123.4747333544753
509.837120475515,1098.2695277716857
1438.165475993819,1095.0417391373928
1700.2749875927616,919.8815820619417
1310.327683556164,445.8512201614951
1321.6858249064628,1399.104052217215
1053.6277617464475,767.3683536237164
1275.3294450726985,629.9985040480557
998.9481674480605,711.0211494927951
1597.0668310759877,1736.5837210725444
1517.5053977568236,1572.6446753093753
897.3346233504775,802.5283998769229
1016.7242004366768,748.064367621598
1700.2353356061924,1352.3660946073805
524.0760097633856,349.23553850108146
34.13386417047532,2723.187841040829
571.0266202310346,355.34044005873596
1644.2538010041253,400.2858250581386
1366.132864154524,457.3832543817898
548.7869811451384,1037.9087450525128
636.8309781957261,966.2502302457998
299.91216901007573,249.29955032615936
1384.7311121139442,640.863283103583
596.9665797400703,381.8811080660807
992.1699397348782,484.7674163189122
1493.068532413809,1407.1518089744648
1542.2417812284955,457.85786624227967
1619.3085831988365,998.7663924517209
825.4614546814726,320.629961141232
1412.1495515571758,1124.0090456025807
1140.4338297882346,925.1909305484356
444.83516916418836,1082.5233237681266
1233.6742262005844,314.36430504706857
1676.5127352684028,1792.64333918944
1397.974399100793,618.5196507255669
1432.5461713810055,357.4797590697826
1166.2983161212899,1772.9535079998877
1007.4525380423729,346.9397391763274
797.117845097525,492.44485947141413
326.39280205141847,1111.6634919026355
1055.5989530511852,302.64827914952957
1040.3797444517052,1126.1403565014684
1268.740093057197,337.35466501985314
1039.142603420782,739.6504177019833
605.3724148205697,669.016818264594
1431.4437913022803,1078.463576718332
1346.2335988683203,1006.646653180398
154.66037708965314,1524.1161527946197
902.303476708759,1084.6948573588804
1627.9777028564667,665.6873376974049
576.3035330390763,389.69378718735544
535.8856938958942,376.41725642756984
1371.7870082896484,1406.6030734155765
1026.4999688890632,868.4688732498904
11.709109876872901,4643.263746077115
34.229607490356656,3610.4089875080017
728.113971048946,707.472747581783
1419.1552359629034,1548.318021183546
1399.8458712918039,191.12076527805507
813.8487255959203,742.1647112838227
949.7542298996609,853.9211784529814
406.2200822593894,1470.3136423726417
1191.633013412089,1105.104828481927
265.7627767113523,1872.5662103502043
1568.816721274836,1683.350591405213
849.3310678283118,636.7088306945965
1675.7464301675486,971.4026782717335
1029.3548976120812,487.92967791765165
901.9104206891475,563.537517592784
724.5857884432073,731.5342774535727
914.9576672714002,586.9750830054361
32.69572661853648,3690.9479057758113
390.47433877790473,286.2486540879487
637.593554229417,550.2173302101072
1309.138878960882,538.5152984003169
321.26424834473886,2069.6431803949017
884.3496507537421,297.0730305774059
1220.760241762573,465.3004103030124
941.0448283252857,937.047156568156
1203.9490073987038,1504.6972666876013
1214.7579437157203,669.3549138689883
28.821411701219564,4450.566062049267
1296.4010140878586,409.26830374660256
918.6759060271446,910.5937005829653
1480.8926522572624,589.651161676573
902.3648677694051,559.0514140621245
101.62487877099431,2656.9908434959034
1221.5131707334485,388.0502349530813
1495.514118966299,622.8160386270766
1559.1066773653486,751.8160754344882
1588.0265187336943,708.3969791657786
326.3792476615631,1356.0335716388986
1285.5435726383766,479.0008054876242
227.26565946714192,1177.508755239163
1572.5231025679316,1759.8268019794737
940.7487815052165,573.22812499022
406.16572837001195,858.1414552373186
502.3813549203799,530.1045849373578
703.624203805053,551.7839597266092
207.55756966675665,1868.2323260876958
1564.6088475703014,1240.982833212898
74.3762444932445,3262.2930875217276
1031.5921032425927,346.70531277668357
706.232252539203,982.5658375529624
1206.2193594912399,648.0802358080198
34.33512198587437,2843.4922165691405
1032.1495629492354,659.1007615329905
1698.2872782771387,465.9366815326201
451.32388602327984,1011.6066217560086
862.840843136176,844.9956583920601
218.87845793350985,1861.422613505843
220.15790601220814,1700.1059278581338
93.17065267847902,2112.8315810860936
987.1089767129818,769.4724063188671
854.7971120974314,362.41504696970827
1634.3321236280774,775.6779384439491
1180.4037749654005,740.1055058673574
1348.645074359374,524.9292920127264
616.9270712780608,808.202165976449
1487.5897779093777,605.0599848527419
982.2549633263262,223.75873723608612
671.616949791255,1062.6260344171487
632.6294096255435,830.4675705426553
129.8770076041976,1926.382118835628
145.5777093447711,1330.2724947301713
1233.524301972635,1034.5327952011412
941.3741397561107,772.8911494735361
1045.0244870760976,325.5697437570789
345.3607933415711,1414.104333613521
737.9718976203168,312.3009059330569
514.7341150256673,632.7170746549157
1180.5693844777647,389.37343640766613
1051.9988375741896,372.6137361270553
402.10821441966067,1076.4201868378977
1593.943988691097,447.20932037492014
1376.7208317088032,609.4389303217602
961.6823081689591,735.5724324231323
1567.9875143351933,1162.266344907386
985.8159157267585,896.9587123974649
264.4627717184976,1372.5778780530786
608.7044414409315,602.3313779235838
82.52449100040698,1913.031357962085
488.3504315286558,1444.239404312542
831.9548465005864,676.8665108411655
999.4681955595727,899.3575374625087
416.33063601657904,898.4268978723526
569.3778439958053,832.6849557811624
643.9356830780318,515.6550044586887
1594.4204513757975,305.579988895412
1194.411618902823,315.16247253168075
894.2802238336927,702.1526631182913
974.4842060700033,685.0791394644305
563.6588460082019,455.5914504276341
1655.0691327638824,954.5471148091889
521.9524631655576,837.1710223660081
1156.0135330949395,953.3414732407521
11.134935353908434,4452.8426136362905
106.94155298459252,1713.0543440280676
1653.6257703728588,2063.200991508748
161.39857924545535,2297.9022576184216
1140.9522526585647,589.4444303046307
731.2599225725188,597.0352931431396
1500.3407844340893,913.3377656864311
988.3457977775793,845.8499657573303
140.16734380657593,2534.6626708986782
282.4456127130557,840.2608972123797
214.46977565093184,987.0249805039512
1193.9466373444131,1059.8898745756678
855.7015882605347,372.7087795193002
1149.3101091893302,480.9680755576218
814.6531336057179,819.9777309976179
610.6529257615215,851.4548036757019
1390.4103537277704,926.444635107777
1487.9340657710727,816.2371378442446
