UE_BS_min_dist(km),T_UE (kBps)
985.0601459142365,288.5713040972165
1703.5133765573787,705.9833207213962
1332.9202242280307,1236.9666309440686
1038.5079722123103,206.01005115065644
441.4016499905933,1264.9356769465774
134.4841293416112,2189.791635792028
1716.2657445903071,425.2525202554091
1601.167429967848,784.0212907647551
1147.3957516899738,517.4838105052892
804.4203827083663,534.3234804149954
707.770067201137,890.2794414590845
1003.0760293292689,247.3049233492411
293.6511169111701,1150.5789203384586
506.3966198606453,459.1460722995275
677.4957834746646,180.7412986328141
1124.434041894237,1142.4568027442474
1071.1234955114908,424.6957804116581
1438.6539606485364,969.9911182882562
590.4814847626066,417.26629948997413
154.14062887936842,1542.9060840507454
1187.427593291034,758.524163639156
1493.134204539839,1487.5471593682419
1642.285754283491,785.2441099827091
1264.5233221165809,407.5524553714072
512.3524320746947,807.3056417186864
1383.7091202495967,871.2212398649257
481.5293237885498,812.1676840180955
761.0526624473987,262.3614214413991
1461.6179148342276,604.4471386660834
926.3970471217838,1061.9516795745665
1691.279995165557,848.8137930234107
403.5875206916767,664.4410700859949
25.567528317973686,2815.9674366449917
799.5694153662687,367.5463301177435
240.27707565602208,390.4110162897253
513.7721557621873,1330.8918938276656
1475.9575769106766,451.746149969446
320.03467662884344,1445.5223628872113
697.7058725868127,520.6564721281559
670.3207523053082,350.0124777096645
325.9613048464923,579.9455451276489
452.4595158321635,1383.6123886293617
890.8200053139625,501.26770698312754
777.7169727958709,395.6485547942748
271.7814426742628,1387.277829559402
1637.7999501658787,621.3072393190236
495.67068248105437,747.5315647705789
1692.7072777116532,1975.666923299737
1060.037401917209,582.6588024583222
985.3499643862168,473.96952901296356
1303.2910581027545,905.6367540452493
1464.000045382611,941.1787613224348
1105.6168009382498,716.7755677696414
943.8925858128702,234.18916350434054
146.22625061547475,2298.4357326881486
396.91030903360246,490.85949497920615
1728.6477644564247,285.6173644432995
1668.3307246307586,720.4438741756518
1654.4970781927125,431.94170326936955
1586.965899326788,597.8609029519826
6.279418164141613,3794.7211296326645
883.9833687428326,1004.2146527523715
1015.676378981876,464.513674962063
1241.3540642469145,562.4242030585797
508.39267590723665,460.82116620338826
1263.4496609894225,1134.0317637083658
394.9370903884165,399.49778679601627
473.9695743592285,448.5069462695116
542.149898511181,834.0638072251877
237.28663439451213,1269.8021884611085
554.1083627049676,1551.348292767825
177.4150003557558,3269.9161775486164
49.66319847937054,2296.343351343213
337.3286127742154,949.7829294974551
1688.6853539810115,614.0535525129218
674.5195712922,651.1614524797976
941.1422441988681,180.8085777131642
426.90955522755223,1344.88604302752
363.56692509926177,1313.7442461422513
1446.7999524703728,270.24885940631935
960.5289598613548,883.7781477762152
1636.282704203273,230.05305525625087
433.33677712285123,520.7380141485266
317.09066028617093,947.2661811770399
284.9795565773126,1025.7148596958516
1223.9047426492814,883.5670353549802
176.99448950678027,806.3971643519973
1389.6235202145542,446.39021519138817
881.1150686818482,245.33639313438042
291.32874710384084,814.8671681445878
1172.7262940722342,590.9322281871014
387.20523361116307,356.6744644640293
1305.506422106184,388.75096146825103
1250.2142690279793,746.7505274880931
703.5312303299327,357.40364112482206
1439.9108869746492,635.6285465628015
203.67429818011883,665.7457021304799
968.4415266767031,335.49775756904995
1631.3351054872455,385.0028312607568
1634.5749154142297,652.4899162154853
860.8153026386647,290.8258565387261
163.09547100663738,1172.5392167439302
1319.7322780756283,456.2772490295872
334.5083741938099,481.9070990569799
1379.2646447059426,194.77574029067355
1175.2046540047097,1357.8934384485074
1072.0373189516695,344.3357763833576
405.00582678470727,1522.8949696170823
668.3581099467378,649.0150286567142
556.9632371907173,259.4274686473101
763.224394349066,907.7556319708908
977.2524307487612,467.5979171736933
1143.4473733591374,420.26378076199927
635.3715951380211,0.0
249.13285286503572,2038.5153392928153
1446.872429365341,0.0
540.5762966419549,295.07158459245926
1497.770866084075,864.9599861636838
1511.302083947279,402.4979040915093
429.1843537544488,834.1673140377856
35.8685129595527,0.0
821.7556089930815,0.0
844.5716638991483,368.7018124043906
566.9127126305643,0.0
1346.282483960825,1162.1039122421344
1712.755516761319,397.7323601653351
864.9720603832138,0.0
1217.529921193774,0.0
1401.7777498876617,0.0
1343.2575995088844,0.0
532.8495733508855,0.0
1186.1868462518958,171.55621950849152
1694.1046193658483,412.742059635394
17.18463331034791,0.0
140.6600919122777,0.0
444.9630881205379,0.0
205.76251220984653,0.0
1069.8221519208616,673.0650269605749
1077.119891889825,0.0
1250.1278789195756,0.0
1564.2385054371955,761.1118227100395
880.700248669397,0.0
368.78221491389706,0.0
614.9697573229115,0.0
745.8467571969528,0.0
694.7562955101838,0.0
1377.6491422596487,328.63903166950377
1103.5145454932,0.0
632.6212372134925,701.2074958606347
1658.2704628978222,412.2902316740644
1203.6433431926368,1500.5574812206573
367.5763114691746,1549.834434945774
424.8586900009942,0.0
391.12149937919986,1307.2818252589548
204.80334665904576,779.9325940373594
1065.6135148692013,942.2179924681244
1510.505767405572,902.05033846331
606.5441555927532,387.09035153407433
1452.6058417648132,1661.3794738114502
1023.7695449952729,956.1592267278435
203.5667527758524,2022.403407026773
1336.817082185002,0.0
1565.9322803768487,0.0
1339.7648443895007,0.0
146.92468279324817,0.0
1220.3453849802188,0.0
653.3740136910742,355.12576718961753
323.6603355855356,1472.6667903204955
520.6324032864392,683.5063512171814
521.8450460237351,0.0
1278.0547071709302,671.0884564010306
55.28581810545587,2308.4364839466602
1628.509965381917,0.0
1663.0857802751023,707.4035216057406
319.01867409736735,1327.9930789404411
805.0195036186876,0.0
1330.0202689873029,0.0
156.65190822493622,1991.2733935333515
1435.6445205070743,0.0
157.27083971116363,1378.4962993702586
1004.0955823448959,0.0
1699.6206299525877,0.0
772.1009888743495,0.0
1276.369036173207,0.0
534.896134015165,414.76231584739094
1167.9690618907116,268.4687335776814
1031.3187036018842,0.0
658.8834649141156,240.03055858982094
76.93109031803016,2077.1519422437223
199.44607673379687,0.0
409.7025828372687,827.9103031400277
434.2741915341997,1402.0570129275334
562.5932936941094,471.65125114207166
1021.6844441898644,0.0
334.15966696039123,0.0
495.0734631115529,0.0
396.9404851326631,1223.2742551867332
1537.3717779973126,0.0
471.1264864966982,0.0
481.76536190034693,0.0
183.90181591591517,1333.6066537963522
859.9141218716038,0.0
1326.71158562443,1381.984141760291
267.67751643335697,0.0
868.1340505000056,0.0
1005.0242057675166,0.0
1669.0052165289364,0.0
336.2709666090292,1472.9925053585525
29.152919791318162,3280.5016138268043
1094.5727850052206,240.95749367893586
777.2002288056541,381.27941707943137
841.2882946167051,761.399613404008
704.4482081455241,358.1612051776735
1055.953802141726,553.3725481948935
848.8479436141599,0.0
1140.6117142795385,343.8589223523586
918.3579755949389,463.3604201395678
184.55144554338662,1862.9908035922895
860.0437581823318,532.6917226746065
1677.5044036335291,0.0
54.1341812492269,0.0
378.82466341320116,0.0
669.5916444991117,600.1999346989832
596.513422494181,0.0
842.456648140581,0.0
437.71220290915704,0.0
1444.2396987951633,0.0
84.66340306976196,0.0
1500.1758200668182,429.1307470694936
1118.6547960747862,1145.9531749032867
839.6737196725388,363.3391309576665
1568.2255222847646,634.9739513671412
1329.9466172401926,707.0487118607264
956.4068052699258,0.0
1499.511116200698,733.3152882933728
1247.1088171207493,0.0
900.5012334103274,0.0
395.7681606933032,0.0
843.9519270366378,0.0
1380.7334065546024,0.0
836.0792379385449,0.0
575.0645820509627,1447.4147868682185
1649.647380790377,0.0
1356.8507256411733,0.0
1063.6284192085461,0.0
1324.2168039724588,0.0
1447.7575454295306,0.0
376.9528917093874,552.8913777781559
467.8168134223727,0.0
110.9937881987653,0.0
1094.1726119743118,0.0
315.84902437246996,0.0
26.885058089068135,0.0
272.2431796760682,0.0
585.3038018587482,0.0
1246.998981309746,306.06492361927167
1224.6810988899051,0.0
934.020413252852,0.0
1043.2311296564142,1758.2640975613679
383.8027985646083,0.0
711.631227420701,0.0
184.40436107275292,0.0
470.86646566891005,1076.5841867824133
436.12897338342765,0.0
552.3963768366297,949.6473430683342
16.269091897136498,0.0
1213.6121685700882,0.0
234.8453627551105,1199.212878134588
397.3310866586573,1167.7813916746738
1711.8769577320984,0.0
305.31623042118144,697.8858738635414
554.8525063397685,556.367430775893
1088.706629636959,0.0
867.647826593305,0.0
696.730811716454,0.0
1678.2717703555793,0.0
1509.4682891748507,0.0
1435.9746757838275,0.0
1659.4387619819352,0.0
1366.204407571152,0.0
1572.0410321876827,1262.708260059319
1508.3549214928225,715.7637243846688
1273.2246047934666,0.0
934.356917414785,0.0
486.036912779107,337.9603515504742
572.5652162981095,693.1458482452692
261.05876663078743,1214.7307949141411
1409.6399409363964,663.2617838544193
10.555858724327436,4447.688686971285
95.5297347211543,1949.0605184674137
689.6261372748854,882.5846513146441
1567.4747724186059,2123.60861552413
1586.7786158692786,1341.0607567819468
1511.7477884797802,595.876419946759
519.2899919026819,894.6496412680452
333.3269668664357,680.4464611314539
1429.858906796969,406.3550661282903
1292.7122775110602,346.6984086425167
1021.9696785129097,600.0661129134653
290.5469311690724,581.4049474840102
353.0655368480137,1052.2007668187077
534.9955800996302,226.49567673445554
502.99232170058843,578.4018138051078
1587.7346000203088,1329.6901757196995
1690.4411735076346,2928.8902224036337
1142.9804593879994,216.62346022390935
1079.160609355712,748.9010410530328
1682.9726450669234,383.86631591684323
1567.4876128813132,579.8580295018814
879.8226896584669,511.9079161352266
762.0691730971389,281.37285842218597
1718.539237302785,323.3085584242487
1013.4222262702938,712.9237072874121
1552.0289624613392,272.8119648808506
982.9737733333795,229.5809288466768
1490.7589242664426,607.5538895307442
1.3152902575714818,6171.731527752279
311.38160021245614,383.05622255260334
639.197336578296,274.14286802949505
1601.5458624071525,477.8672564770875
1678.75680305048,955.9629441685101
1500.2504383203875,1244.883927663258
279.26486912750386,362.5759457531583
901.7887611351514,299.19813712896797
1265.5095868160286,250.89187408052376
1577.4419048047296,1929.2688094615096
980.7246537877614,202.455130310079
129.55050156145944,1645.040919166985
390.1151304580895,1440.2821749173745
527.1286803583869,1597.1633742837837
1703.5457822569738,133.4673191930505
1394.2799623873898,818.5368994434688
583.6519660362289,706.6433085189622
1145.099073093914,285.2994031412608
279.6137117770404,1648.527593675625
478.08588412316396,235.19195633299225
862.8184313847784,692.8076828226955
1285.9776045886358,1054.5891009164447
1367.1676446578392,465.8190297874288
406.6661557365611,612.2258589246591
147.58960844627276,1676.5926296063503
1184.1036064597683,552.7037217923963
1284.557558375958,197.25724647481607
1324.40799909473,182.9312152514075
1126.367576877666,110.85892313955573
585.4598004190002,918.3551326025776
397.321819503178,959.5059939005895
1596.1674188261322,257.6075607556976
998.286112734479,715.649436658951
1311.4667802806437,445.74059624708843
235.43517146689044,460.7268412282345
1082.971610070445,356.3712901754864
1177.2077877026245,462.8047305874926
464.1769037036281,1505.0299568057474
217.81553921557162,1885.184817306345
1592.217568194596,740.050948904216
708.864072310598,827.4413145854326
356.05004248140483,1286.8600962361347
973.8709875033945,204.5001917289515
435.06865141601895,1925.907180344888
695.7782241634739,706.1932053109987
1462.2329290269395,297.48737101146327
486.08449286126864,285.61979427563574
1628.2510919204155,1532.3200023097559
380.03138793785604,1102.532225717653
365.5380289373029,1288.7178125005296
827.3597421994435,390.8027872948973
842.3084031928682,347.6290972766145
950.6830675556677,560.2812382446507
194.3417480259049,1052.9002353347248
856.9631405776646,209.3170313361309
95.60712360221875,1761.9938742156116
1305.6266146879,1325.6103083478874
198.73382841796814,2300.553468669597
1157.6400006078645,560.152488176687
989.0855876829407,260.1228638812892
1325.585722221518,930.703757389257
959.6808699532684,512.9315828186034
1539.9520745430455,298.7828849540026
838.057642568169,550.5355865562602
1186.9466925695765,816.4206177178033
224.2351949177105,1182.573548333777
1699.2716331944164,242.75170007667506
600.2094950414653,111.12584223155099
1515.0355612613703,1360.1020296298193
117.05786985861707,1740.9794341246118
1079.0011847614564,336.74160825688966
1101.877540525708,203.4455436889272
640.1327742372954,277.2394205986955
1600.0552422640258,416.82308589150216
494.4155476973624,632.1670689358988
1315.8841321059622,867.1256839449295
655.2622936706216,687.2945529861634
998.1790214810998,631.986774842531
869.8538899033992,876.2791403690294
1468.2436361270236,1535.6843729308907
408.274430966402,1031.9253996104278
1099.7537869924238,1521.4804415818992
1667.906935937709,688.8277626670781
348.6064652445422,729.937505691586
393.34657110439105,1151.3471365320809
1691.3877145640668,392.80773733410774
1364.511253346005,1178.0749827786215
1418.3698735482865,539.825018375369
1273.812536816202,897.9695577711681
401.7394167809142,563.9341964156171
1541.8549240773343,613.0961291421645
1209.477513591386,424.7710254105173
267.8679596251699,496.7947817923045
445.4013923568915,751.6630906979602
901.8910840984385,1112.3282524823744
607.9041952182091,991.1073644724778
1484.3434023317252,495.0442950374817
58.8685749851929,1183.957119985563
5.285773757328327,5399.070934663811
1358.9580811685178,624.6352490939274
909.2392723834483,274.999965876779
1378.5645108133604,2644.633913625113
1017.8594473176398,0.0
797.3490372799699,0.0
792.2139802488099,239.43823073929653
728.8399434748123,465.7034902904107
1034.2597299856354,364.5209871053703
393.9559915136073,943.2469341138086
295.4625870932065,1049.1219528479048
1425.1257380274583,1087.7695669154607
1255.64046193415,277.63965720485965
257.6431863168088,1450.0865298583694
1359.2305133589912,916.2169360160128
1338.1382981681354,1639.8486787599563
869.0974616683035,378.4178156514078
1028.5088278797707,0.0
484.1342163197238,772.6182251588178
691.6019732937883,416.81607868120767
181.9233046324825,1236.341571683478
1286.02224927528,453.94187973803264
581.6510412347874,1059.0666532399766
150.50169376398415,1392.1006286557204
1424.4801686380622,562.1460249582559
828.880336197365,927.3818067604172
869.8527640394564,386.0739940015156
1503.0287160751548,0.0
