UE min distance BS(km),UE T(kBps)
1409.8914589885367,664.7034746575441
629.4674740288808,995.7006862810073
3.662065229731383,4382.245155831265
1544.2284658256578,725.1382188919408
112.71895199691936,1884.187118110648
1704.0583782504384,2819.4292217521556
215.61104269786924,1008.0275817974133
555.6650665605827,1697.0933029187645
541.38033482609,660.4894641821211
36.199699243129835,2231.7756420738247
1308.423247106378,778.4172456094524
1010.1396877118469,825.2030647733563
1488.6045633107399,882.3001520649916
559.0621510684118,952.9938845499676
942.1293237052766,748.3211942288435
711.631947857022,383.1071390265427
84.19893258140074,2605.059134210978
1368.862476022243,604.384912588666
848.6843665498408,463.3810588141808
171.99960428488995,759.3780865736172
934.4790160757184,1431.952754317168
626.4533062086482,880.5655832054676
654.6491778104416,777.5859117684801
1000.88164720967,1461.847087881802
892.864960241211,625.3555424830352
823.5815342073662,919.345180322552
614.0554427190489,457.5100843620008
1647.785654101908,788.1191118562067
1219.2831376180097,1255.9711454019807
501.9825234117037,1135.1816215439278
1114.4080100486824,1542.4403660203989
1148.907240772309,882.5174109984409
1597.833964760904,1023.6623622109848
1586.8252372128925,1075.1353100083527
1231.8933718596768,1244.7099358893163
696.1587062243748,554.1006615301079
1335.4162488599427,800.6106112555825
736.3989190174289,501.70376545873705
1619.5854267234236,2562.370061960527
672.211682838724,425.04650860807084
1450.8769737402993,1203.9474553193127
180.03810660378934,1454.7632833901116
1395.126170114182,1057.093250632489
313.97810806282547,963.7997838350356
1586.7228090451765,523.8936147334582
286.6789137028153,1221.7446235894101
1009.4678049537509,1232.1587422072826
378.8014873677451,875.3950051630304
206.7990677416123,1621.886040900813
499.36062407206117,660.1141008947833
1007.6049182800889,766.4222959944764
1487.4898320877278,579.801916437389
1244.0447473311297,934.6459737644059
1462.7006111124476,1308.3065050595742
1383.5080713544571,761.3385342257917
1310.4394661184817,1072.731281140927
521.1733460550598,905.6392916347863
1269.8002857712272,1077.8760676552854
1071.434568873197,488.4368776858612
257.3839976473467,1910.76966327914
1130.5596865139623,912.2393058435175
184.48272665178507,1347.3418966674017
600.1842432433599,575.244271061431
632.3769307787442,1253.1574441519817
27.04312615321928,3612.399563119326
1313.5844407281609,1006.0033521945581
399.7447647676452,1303.4492790550732
951.9230508400217,795.6764429554979
1252.4913730700214,990.3223980092074
737.126532708372,721.7469860515212
905.8290376599094,435.6634694435576
