Chi(proportion),Avg UE Throughput(kBps),Spectral Efficiency,Fairness Idx,Cell-Edge Throughput(kBps),Discrimination Idx,Entropy
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0.0,0.0,0.0,0.0,0.0,0.0
0.015,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0.0,0.0,0.0,0.0,0.0,0.0
0.025,0.0,0.0,0.0,0.0,0.0,0.0
0.030000000000000002,0.0,0.0,0.0,0.0,0.0,0.0
0.035,0.0,0.0,0.0,0.0,0.0,0.0
0.04,1417.3704214992272,5.386007601697069E-6,0.7992696313677519,562.0836571901555,0.20173036863224747,4.087399704349062
0.045,1418.8967335144685,5.3918075873549766E-6,0.7985769091265441,562.7959246818773,0.2024230908734564,4.087184897086666
0.049999999999999996,1415.9828705860486,5.380734908226992E-6,0.7979118026782771,565.3412913232396,0.2030881973217238,4.086179926440535
0.05499999999999999,1418.8346271008593,5.391571582983266E-6,0.7993465716815208,563.699420003265,0.20165342831848088,4.0873913582683405
0.05999999999999999,1420.0096219241086,5.396036563311613E-6,0.7994300310762374,563.9713124334907,0.20156996892376328,4.087816605272216
0.06499999999999999,1424.4172549983068,5.412785568993575E-6,0.7976676642457526,567.0614947319043,0.20333233575424753,4.085480423148879
0.06999999999999999,1415.3290275455993,5.37825030467328E-6,0.7977835371367757,561.2270949060755,0.20321646286322453,4.086912150088038
0.075,1420.440207838867,5.397672789787697E-6,0.7962434783731726,566.0191593022595,0.20475652162682786,4.085683298886704
0.08,1426.8894236848876,1.084435962000514E-5,0.7811049853920528,607.3065574402121,0.21989501460794694,5.077262223277961
0.085,1423.682159562419,1.0819984412674397E-5,0.7828766611135263,601.8505323543176,0.21812333888647392,5.078212547953332
0.09000000000000001,1420.3956731321018,1.0795007115803981E-5,0.7811501525323004,601.5151118545754,0.21984984746770053,5.077926652100288
0.09500000000000001,1418.3281068108888,1.077929361176275E-5,0.7845771320438589,605.3663036610018,0.21642286795614088,5.080534597919447
0.10000000000000002,1422.8518533664442,1.0813674085584973E-5,0.7816537903666332,605.651337727462,0.2193462096333671,5.078243923320772
0.10500000000000002,1427.8181373445652,1.0851417843818688E-5,0.7816652191045634,608.3398298901634,0.21933478089543745,5.07774332604192
0.11000000000000003,1416.602926683951,1.076618224279804E-5,0.7842863147283418,603.3284550582459,0.2167136852716582,5.080487247141442
0.11500000000000003,1420.173130950259,1.0793315795221983E-5,0.783689175656906,604.2276961228978,0.21731082434309346,5.079874832129189
0.12000000000000004,1285.989086919053,1.4660275590877185E-5,0.7010875603330641,91.71438341318145,0.2999124396669364,5.5100815679462345
0.12500000000000003,1287.2345643667093,1.4674474033780479E-5,0.7037174616515758,108.52502888368745,0.2972825383484227,5.518184409518092
0.13000000000000003,1280.3626387010745,1.4596134081192254E-5,0.7073195427935249,101.84289528961506,0.2936804572064767,5.520797593623645
0.13500000000000004,1278.7504416869417,1.457775503523114E-5,0.705141915678174,95.44857918729643,0.2958580843218245,5.516138620389049
0.14000000000000004,1284.1625355308436,1.463945290505161E-5,0.7028011293980639,97.38151724160437,0.29819887060193684,5.514551669891055
0.14500000000000005,1284.4511912578132,1.464274358033906E-5,0.703076634151474,103.52145969154309,0.29792336584852713,5.5128448341422125
0.15000000000000005,1277.8613980490993,1.4567619937759754E-5,0.7022985498355047,81.99487287386685,0.298701450164496,5.510174113548296
0.15500000000000005,1281.5771403227393,1.4609979399679205E-5,0.704216476479081,94.62583194307729,0.29678352352092013,5.5129919916854355
0.16000000000000006,1030.3589874336915,1.5661456608992124E-5,0.5678166366097188,0.0,0.43318336339028,5.619993598634373
0.16500000000000006,1027.8073145185317,1.5622671180681658E-5,0.565948268169352,0.0,0.43505173183064777,5.615622641520445
0.17000000000000007,1028.582729704641,1.5634457491510522E-5,0.5662777262121853,0.0,0.43472227378781525,5.614843318848696
0.17500000000000007,1032.8379021161675,1.569913611216575E-5,0.5672164186858535,0.0,0.4337835813141462,5.619129446443998
0.18000000000000008,1032.3064201389695,1.569105758611232E-5,0.5661683947567112,0.0,0.4348316052432886,5.615499089900985
0.18500000000000008,1035.013074053669,1.573219872561577E-5,0.5701880430675805,0.0,0.43081195693241947,5.624266293282894
0.19000000000000009,1034.180332928346,1.5719541060510834E-5,0.5689556175064324,0.0,0.43204438249356747,5.6212499494931425
0.1950000000000001,1036.0561867323258,1.5748054038331324E-5,0.566716721031731,0.0,0.43428327896826896,5.6179657453528105
0.2000000000000001,849.9494462311641,1.6149039478392148E-5,0.4696705851121656,0.0,0.5313294148878344,5.664280090944934
0.2050000000000001,853.1392154289217,1.6209645093149485E-5,0.4676409244905001,0.0,0.5333590755094998,5.662375365156515
