Chi,T_avg (kBps)
0.0,0.0
0.005,0.0
0.01,0.0
0.015,0.0
0.02,0.0
0.025,0.0
0.030000000000000002,0.0
0.035,0.0
0.04,1310.3774696760404
0.045,1316.1134743149805
0.049999999999999996,1319.3450525899523
0.05499999999999999,1306.8748461136217
0.05999999999999999,1327.3344173858254
0.06499999999999999,1312.870036637089
0.06999999999999999,1320.0035015406468
0.075,1311.990369231399
0.08,1318.434110014419
0.085,1320.6970736030821
0.09000000000000001,1318.205813888637
0.09500000000000001,1325.4646472680934
0.10000000000000002,1314.7994245241393
0.10500000000000002,1311.7941189900057
0.11000000000000003,1320.9088280856984
0.11500000000000003,1316.2375198571824
0.12000000000000004,1285.4817448276076
0.12500000000000003,1282.3577591266985
0.13000000000000003,1283.7894769245456
0.13500000000000004,1287.2186129258994
0.14000000000000004,1286.258736125395
0.14500000000000005,1284.926585046528
0.15000000000000005,1274.900429022308
0.15500000000000005,1284.9052353080106
0.16000000000000006,1118.0906520890435
0.16500000000000006,1119.966574596351
0.17000000000000007,1114.5111917344736
0.17500000000000007,1119.4486322774783
0.18000000000000008,1117.1245118030038
0.18500000000000008,1117.0640103779067
0.19000000000000009,1107.906549730107
0.1950000000000001,1111.3644290380932
0.2000000000000001,939.5664562182754
0.2050000000000001,938.2607308040638
0.2100000000000001,935.549547726766
0.2150000000000001,939.2831542234569
0.2200000000000001,945.5241389645884
0.22500000000000012,938.890773471939
0.23000000000000012,939.4386675978227
0.23500000000000013,937.367310409592
0.24000000000000013,806.0958366574434
0.24500000000000013,802.1616763970175
0.2500000000000001,805.8222186302731
0.2550000000000001,804.6085855798436
0.2600000000000001,806.1900804628082
0.2650000000000001,806.2959796300993
0.27000000000000013,809.6667990675659
0.27500000000000013,807.7353657575903
0.28000000000000014,702.3280830935956
0.28500000000000014,706.4939040072394
0.29000000000000015,701.3582808503894
0.29500000000000015,704.723381214065
0.30000000000000016,708.2458287859671
0.30500000000000016,698.5531839488357
0.31000000000000016,700.9419411083253
0.31500000000000017,703.456207107267
0.3200000000000002,623.0718174030688
0.3250000000000002,620.561869120292
0.3300000000000002,621.9232339198816
0.3350000000000002,622.511618360906
0.3400000000000002,621.2502343848623
0.3450000000000002,619.0936251239903
0.3500000000000002,619.0114681985061
0.3550000000000002,621.9176182252847
0.3600000000000002,559.9287750393761
0.3650000000000002,556.2297219017014
0.3700000000000002,555.0715415036464
0.3750000000000002,556.3600338164109
0.3800000000000002,553.4010458483157
0.38500000000000023,557.8436447449031
0.39000000000000024,554.730005589221
0.39500000000000024,560.4454379741807
0.40000000000000024,507.0166424779858
0.40500000000000025,504.95315606979716
0.41000000000000025,503.8810593025801
0.41500000000000026,503.34564323490724
0.42000000000000026,504.7253338527473
0.42500000000000027,506.34062590604384
0.43000000000000027,505.796437448089
0.4350000000000003,507.561892250774
0.4400000000000003,461.280605576184
0.4450000000000003,462.4622889719113
0.4500000000000003,461.93346670940736
0.4550000000000003,462.49162036619043
0.4600000000000003,459.74486197865525
0.4650000000000003,461.4587562687033
0.4700000000000003,461.90585007582763
0.4750000000000003,460.1006527965901
0.4800000000000003,426.7724925386056
0.4850000000000003,427.42168485262147
0.4900000000000003,422.66487752758
0.49500000000000033,424.90975989022894
0.5000000000000003,425.4173980427497
0.5050000000000003,423.8689816632105
0.5100000000000003,423.2550710504946
0.5150000000000003,422.7491911810224
0.5200000000000004,393.06951767516404
0.5250000000000004,393.7624140747855
0.5300000000000004,392.9614640974723
0.5350000000000004,391.7505232899875
0.5400000000000004,391.64649834428656
0.5450000000000004,393.4426346715689
0.5500000000000004,390.82437758355366
0.5550000000000004,390.69159603121545
0.5600000000000004,364.97169404679363
0.5650000000000004,364.8555999339642
0.5700000000000004,365.98711492418533
0.5750000000000004,365.7186333866008
0.5800000000000004,365.1590593012007
0.5850000000000004,363.51598234901525
0.5900000000000004,364.5669803672336
0.5950000000000004,366.9382481272742
0.6000000000000004,341.9205410928574
0.6050000000000004,342.61502305055154
0.6100000000000004,340.97345205582826
0.6150000000000004,343.3405317917308
0.6200000000000004,338.8654199336596
0.6250000000000004,341.6841141688576
0.6300000000000004,340.242933258856
0.6350000000000005,343.09294568340084
0.6400000000000005,319.531540141047
0.6450000000000005,319.97643064851036
0.6500000000000005,319.8261380290864
0.6550000000000005,319.43570080569066
0.6600000000000005,321.07124334104446
0.6650000000000005,319.8000484371285
0.6700000000000005,320.9262912542501
0.6750000000000005,320.11425441903003
0.6800000000000005,302.3087079305068
0.6850000000000005,303.9307816073872
0.6900000000000005,300.94406153116256
0.6950000000000005,302.1143957937499
0.7000000000000005,301.63253056272214
0.7050000000000005,299.21286302442564
0.7100000000000005,302.19537313431044
0.7150000000000005,299.9669358725019
0.7200000000000005,284.4549075789675
0.7250000000000005,284.5464912169348
0.7300000000000005,283.44623347306117
0.7350000000000005,284.0757103550041
0.7400000000000005,285.2731421525496
0.7450000000000006,285.57827948279805
0.7500000000000006,285.18339135288846
0.7550000000000006,283.913399745892
0.7600000000000006,269.804514988771
0.7650000000000006,269.8820168967452
0.7700000000000006,271.91983800633335
0.7750000000000006,270.67938095496646
0.7800000000000006,269.3649405196831
0.7850000000000006,269.60034899619257
0.7900000000000006,268.984870637204
0.7950000000000006,269.20044106215033
0.8000000000000006,257.5032788957466
0.8050000000000006,255.4016564503001
0.8100000000000006,256.76752269231963
0.8150000000000006,255.9137420708868
0.8200000000000006,256.12295668847094
0.8250000000000006,257.00793228227786
0.8300000000000006,257.49281838050626
0.8350000000000006,257.53946925157686
0.8400000000000006,243.47054510889708
0.8450000000000006,244.01048177544087
0.8500000000000006,242.8824051670329
0.8550000000000006,243.65339648439073
0.8600000000000007,243.46943437826445
0.8650000000000007,245.20018047009904
0.8700000000000007,242.71291979123106
0.8750000000000007,243.2015582466309
0.8800000000000007,232.0950222221098
0.8850000000000007,232.06083444610854
0.8900000000000007,232.16975843106118
0.8950000000000007,233.72962162311524
0.9000000000000007,233.16815092725145
0.9050000000000007,233.190279475251
0.9100000000000007,233.2947785461442
0.9150000000000007,232.5568437324031
0.9200000000000007,222.62852248052158
0.9250000000000007,221.96788471847293
0.9300000000000007,222.53953228912184
0.9350000000000007,222.01152855105056
0.9400000000000007,221.38815245602754
0.9450000000000007,221.11219118803555
0.9500000000000007,222.7197126437299
0.9550000000000007,221.74144582285098
0.9600000000000007,213.78811409788327
0.9650000000000007,211.87773413288093
0.9700000000000008,214.5904294331402
0.9750000000000008,213.61382031552577
0.9800000000000008,213.10234166334757
0.9850000000000008,212.51111120296798
0.9900000000000008,212.80096805117492
0.9950000000000008,213.2644997872637
