Chi(%),Avg Throughput per user(kBps)
0.0,0.0
0.01,0.0
0.02,0.0
0.03,0.0
0.04,1308.6491079740886
0.05,1351.961987878422
0.060000000000000005,1377.3114923156045
0.07,1361.2489803783703
0.08,1336.2159786106483
0.09,1328.467218946796
0.09999999999999999,1316.1699319366255
0.10999999999999999,1328.0829531178344
0.11999999999999998,1331.2078696789113
0.12999999999999998,1336.869732207111
0.13999999999999999,1332.7819883560298
0.15,1326.9948600203268
0.16,1328.8597395518457
0.17,1331.4505260897781
0.18000000000000002,1337.928523944766
0.19000000000000003,1341.2281049108124
0.20000000000000004,1339.720305049037
0.21000000000000005,1335.7538464587876
0.22000000000000006,1331.309349093044
0.23000000000000007,1328.9155574109059
0.24000000000000007,1332.5759127761544
0.25000000000000006,1334.5391884228993
0.26000000000000006,1333.6426548167947
0.2700000000000001,1335.3278086580826
0.2800000000000001,1333.3117250140717
0.2900000000000001,1331.9912243739186
0.3000000000000001,1330.5408132394489
0.3100000000000001,1328.4208119121897
0.3200000000000001,1328.4301789560654
0.3300000000000001,1324.8440907032655
0.34000000000000014,1327.0401142337512
0.35000000000000014,1325.4730442570055
0.36000000000000015,1327.0420180670371
0.37000000000000016,1324.9179641483502
0.38000000000000017,1325.3431434629579
0.3900000000000002,1326.4887753579778
0.4000000000000002,1327.0632993055062
0.4100000000000002,1326.8099970359438
0.4200000000000002,1328.105663780877
0.4300000000000002,1329.1189562002673
0.4400000000000002,1328.1044795949
0.45000000000000023,1326.4709904120732
0.46000000000000024,1327.2206145116045
0.47000000000000025,1327.6315412849647
0.48000000000000026,1325.909155825071
0.49000000000000027,1325.0351578058687
0.5000000000000002,1325.837938076203
0.5100000000000002,1325.1041883116889
0.5200000000000002,1326.2712207682591
0.5300000000000002,1325.9315987933057
0.5400000000000003,1326.5080313543888
0.5500000000000003,1325.4773154009104
0.5600000000000003,1326.0837592525484
0.5700000000000003,1326.3032325685278
0.5800000000000003,1326.6372585070296
0.5900000000000003,1326.1908556113017
0.6000000000000003,1324.5903011971366
0.6100000000000003,1324.8776545278083
0.6200000000000003,1324.3177334020863
0.6300000000000003,1324.6642712936607
0.6400000000000003,1324.9547993650276
0.6500000000000004,1325.610710531201
0.6600000000000004,1325.2957626007246
0.6700000000000004,1325.6242957899083
0.6800000000000004,1325.7241798408643
0.6900000000000004,1325.5030401657805
0.7000000000000004,1324.9474582272878
0.7100000000000004,1325.9880405112283
0.7200000000000004,1325.0794160832609
0.7300000000000004,1325.8377471536971
0.7400000000000004,1325.1747244064702
0.7500000000000004,1325.0201252321901
0.7600000000000005,1325.7541135290833
0.7700000000000005,1325.5249826024206
0.7800000000000005,1326.1237333058566
0.7900000000000005,1325.5572969736884
0.8000000000000005,1324.6614949571056
0.8100000000000005,1324.5552371443177
0.8200000000000005,1324.7319168715874
0.8300000000000005,1324.4953898364909
0.8400000000000005,1324.6930697016073
0.8500000000000005,1325.1347814316673
0.8600000000000005,1325.0072111092272
0.8700000000000006,1324.7718036814683
0.8800000000000006,1325.3125216130863
0.8900000000000006,1325.2938306802935
0.9000000000000006,1324.838596469847
0.9100000000000006,1325.1359763422147
0.9200000000000006,1325.226851374088
0.9300000000000006,1325.4203182542944
0.9400000000000006,1325.5172821605452
0.9500000000000006,1325.3568693531083
0.9600000000000006,1325.7873783942464
0.9700000000000006,1325.2736828034595
0.9800000000000006,1325.4926723111375
0.9900000000000007,1325.4107208657113
