Distance/m,Chi = 0.1,Chi = 0.2,Chi = 0.30000000000000004,Chi = 0.4,Chi = 0.5,Chi = 0.6,Chi = 0.7,Chi = 0.7999999999999999,Chi = 0.8999999999999999,Chi = 0.9999999999999999
0.1,8852.706437099347,8613.552641554958,8528.733132663941,8436.40746730874,8385.927626476492,8331.178305384696,8298.790139990482,8255.186432723338,8231.745886618015,8207.514309890626,
10.1,4572.820040125725,4333.385432430548,4249.129527494734,4150.557329770226,4104.357219220708,4045.785028142083,4014.1422872624153,3968.868623242429,3947.4795247047086,3924.824927762835,
20.1,3926.1417532207993,3692.695454036605,3603.4105830469825,3511.821455325058,3466.5530532338325,3407.5200002815554,3375.596982472147,3333.579894256587,3307.671774253624,3285.779724052158,
30.1,3556.4335511868453,3319.115239685661,3229.500386417538,3141.106051341782,3092.179317391774,3033.956345299795,2999.719281795591,2957.6408517452664,2933.8284596335793,2910.5950989718667,
40.1,3289.4255635510253,3051.095432046943,2964.847887989889,2872.5777942997993,2824.3141170940185,2766.598966336534,2734.3089174720753,2690.7672679089683,2668.4860526683306,2644.643406877775,
50.1,3083.3111421201775,2847.294329676526,2755.4737317117683,2663.9860020355595,2618.357217062631,2558.4437797013347,2529.1244934319384,2485.7299066351006,2460.7892628204518,2438.7507265672125,
60.1,2913.267903499976,2676.8393308424165,2590.877568877699,2494.7061537453355,2448.9572841386184,2389.261243921868,2360.190281775655,2316.8345501825306,2291.339780846384,2268.2159108435358,
70.1,2773.4893317196697,2533.714656505528,2446.6285908409313,2353.8302582462024,2305.462317374548,2248.0265675122027,2214.33977181997,2172.001654985048,2149.1706958624154,2125.706878790704,
80.1,2649.5098013101197,2406.730574165524,2321.484976077976,2227.967352273019,2182.2674014843255,2123.0225457940114,2091.0899358377183,2049.2337665715336,2025.823197193078,2002.8927334593748,
90.1,2539.4722213979935,2297.9643250955105,2214.1653891211995,2120.0588497199087,2071.1810485784245,2015.7349918872403,1980.9169996768915,1940.9516066113317,1916.3531750679049,1893.728366339102,
100.1,2436.840741690224,2199.018694461096,2118.288057037118,2021.5820143352692,1975.3627673724393,1916.1812227258335,1884.9311595792208,1845.024310101127,1818.715389742765,1795.4703924729058,
110.1,2353.133258323131,2114.3128422248337,2026.0005694761296,1934.484172499452,1888.0679706283045,1830.2516264333651,1796.4357838569672,1755.7547591699479,1730.3075907194197,1708.2476561024025,
120.1,2272.7892415245337,2033.3363484080621,1947.5878180426357,1854.5249950968457,1805.543427954222,1748.1548636946145,1716.4357666407975,1674.6954359189704,1650.3069311964855,1627.9661022979844,
130.1,2200.20011088393,1958.215402919089,1874.6703287584714,1780.9251338895235,1733.7450990829698,1673.7701624188921,1642.2020786672456,1601.8898815020027,1577.381174499407,1553.392922688588,
140.1,2127.9384405888013,1889.279517786836,1801.7558336955387,1709.4112209780146,1665.3852958448279,1605.9252385723846,1575.1244840158745,1532.7631861447956,1508.718706780021,1487.220737753649,
150.1,2061.4859639958977,1826.4855744426618,1739.2913178480442,1648.9079512557805,1602.4410874662035,1541.858648554762,1510.4778073680297,1469.1104577426975,1445.11950390882,1423.4457022650317,
160.1,2000.848872151255,1766.4625840926617,1679.559794219517,1590.769760289877,1543.3597904192657,1483.9672731034534,1452.9467096564827,1411.2862140233954,1385.5239760383463,1364.4715828512128,
170.1,1950.5789057534014,1710.7210508398343,1622.7465843161588,1532.3028878675414,1486.3305910280437,1430.1491214323073,1395.8042301668247,1356.0654898015844,1330.529726594437,1309.5308302795304,
180.1,1894.2452116325178,1658.475240496887,1571.3395676028842,1480.2256822839915,1433.6933188171304,1376.751702661832,1344.9429559822752,1304.6604982130868,1280.5970905852012,1258.5554089139073,
190.1,1843.018804778624,1606.8252760941684,1521.9927278320545,1429.2136227996689,1386.9884014827883,1328.3944601053038,1296.5007710899151,1255.4644701045631,1232.7143772545758,1210.2028562968603,
200.1,1797.4761075443025,1559.0891891917222,1475.7504554653774,1385.185243093654,1337.1209379690772,1281.0409046520274,1248.4786555409773,1209.4816141393837,1186.6219459470387,1164.2853106475334,
210.1,1754.0557000797314,1515.2907194981533,1432.492807521798,1338.907575716807,1293.3039292881151,1237.7980967599706,1206.4184049844835,1166.0414861479635,1142.5158166625051,1121.836318560501,
220.1,1710.9817853612458,1471.9573227694327,1386.7326479709204,1297.50472595207,1252.934369338778,1193.5741003145026,1165.6739472047154,1125.0290163426291,1101.7460664692749,1081.090429379511,
230.1,1671.0371837579125,1431.9906727640944,1350.3764630686212,1257.9620328459816,1212.1922009744146,1158.0608062253716,1127.9551558598569,1084.5083013455305,1063.5270617336362,1042.0775027242762,
240.1,1630.4201665415917,1395.2312046038733,1310.5553383151284,1220.9826943682826,1173.859700449744,1117.7218994518907,1088.035517821229,1048.7637149791342,1026.1268297847403,1005.0165875955358,
250.1,1594.6914834487122,1359.9526384723642,1274.5999897345027,1185.422446042813,1140.0838998459317,1083.8333862239876,1053.132317363183,1014.7540094354849,992.0218389635492,970.6443319658,
260.1,1560.405979782774,1325.914898270329,1239.7875572089233,1149.4120549706183,1104.3000156896862,1051.4532310622994,1021.4411610073915,981.5651129378504,957.7418008542302,937.9548073790487,
270.1,1529.6812612713015,1292.887314999741,1207.3640360335635,1115.8033518869224,1072.8107971303384,1017.9716341645832,988.9942291719705,948.5410098617951,926.5826361717245,906.3935623791048,
280.1,1495.260291232507,1257.7746212336374,1173.56526151998,1085.1605644751803,1039.2108273669232,988.024601152177,956.7738516196848,917.9201058229836,896.0088867956698,875.0691821445515,
290.1,1464.1726924202806,1229.167755664147,1142.3136076403052,1056.9667715103737,1013.1213087056308,957.7455381557054,928.2063481353268,889.8841470968162,867.3324263112119,846.8251765381733,
300.1,1434.309181752513,1199.8491185686692,1114.5210998185485,1028.1694893688284,983.8146496924861,929.8018232939743,898.8673828988085,860.5633199657216,840.3830230418996,821.8253873505597,
310.1,1405.0769171271809,1171.6424995413724,1087.096408875433,998.2227734865946,955.35444662499,903.7078734391787,873.5604179274092,835.5581372226773,814.401118599358,794.3587537243227,
320.1,1379.9312243326594,1143.0588757884602,1059.2568812116351,973.0339653490746,931.0446234468297,877.418456307218,847.8370200577807,811.1346160461975,788.3124924448853,768.3354263129334,
330.1,1353.9787518085243,1117.8062550093591,1033.9936136111423,950.2954283725467,904.8149975493475,852.9311265772183,824.2684234314225,786.1590685605756,764.4045037998089,744.668826096383,
340.1,1327.0905181080286,1091.0608979781198,1013.1249661053481,922.9908550665486,880.7933173411685,827.86449812126,800.0933043608698,762.9690238167076,741.9023409045463,723.0199046379603,
350.1,1302.1232699311824,1068.0174700746534,988.6324670521024,900.1467379757507,857.487960142936,804.9694313281384,776.9631679204373,741.1477711695555,718.8377753285862,699.4633144747758,
360.1,1280.5090898150638,1048.3278200349619,963.7796312802298,878.4998092277493,835.0748015657555,783.3701763518445,755.3852829648092,719.7489171669961,698.8163351647449,679.3079041176356,
370.1,1258.7982471990176,1022.5055700773306,941.1837890498415,857.509638304954,814.427980101292,763.7917944582786,734.5688462718633,698.6936668176958,678.5113085819136,660.4533390630621,
380.1,1238.8150908127707,1005.7358783449823,919.5031906042967,836.640516234199,793.0525990102781,742.5817516696299,714.1004263955641,679.1781913971532,659.2431402394716,640.6495071510333,
390.1,1220.0434769094288,984.4819411370269,901.390687342282,817.3363671531871,775.1987664432579,723.5092483919083,695.9943493443691,660.3609215042165,641.4567622274577,622.8705751614004,
400.1,1199.146470916431,964.1281918651543,880.4324619456476,797.0124227733311,754.6440022007569,704.9426412913408,678.5560364400413,642.7947477171065,622.4853486808827,605.1481144980648,
410.1,1180.675130392954,945.9007198280578,864.9232209371636,780.9196954667624,738.4205760062888,688.3237045610468,660.8108444483233,626.5824380835976,605.1676564306662,588.1978818792384,
420.1,1158.4673215282537,924.8374315763084,845.7439324651752,761.6839204688509,720.4654851641357,670.1417448471842,644.4288383974721,609.4332359680402,590.3911918240988,572.9712513317589,
430.1,1140.7308564182526,908.8984332471819,827.6412074247336,746.7883120072843,705.3115736437622,653.4451443238318,628.2908753398192,594.8930180738854,573.3342492633833,558.0405312198571,
440.1,1125.9410226503278,892.2241968405594,811.2645138328135,728.3331018808015,689.4228690333612,639.8650634118544,612.4985999781147,577.6162536104298,558.9576050743154,542.0801825623965,
450.1,1112.9034343275316,877.1908022001701,796.4193651107161,712.8426634320773,672.6500582854173,624.0722712816787,597.5612235107745,564.2526229064192,544.4448650306895,529.3843604508288,
460.1,1097.0156360557314,861.8163845042222,780.6760350284792,697.7588699554568,658.61068407317,609.3542379332264,584.3244863093734,549.5607436743026,531.4004789460815,514.1048027828208,
470.1,1079.6842647277151,845.604012466605,766.1578330282472,685.0574937169291,642.7205127311171,597.6767875585035,569.8842476032539,537.8482707501918,518.5958270943545,502.6498676706258,
480.1,1067.2458040749127,834.2713575722325,752.9707673910666,672.02144399944,631.7492253592125,582.6582950067365,557.6013553234064,524.1854443003269,506.21450859912795,490.2741034385104,
490.1,1053.6217970687242,816.2438099476653,740.2698494719064,657.4859396745006,617.5630431522894,570.5250436378959,543.919987276791,512.5671994224947,493.44802820368767,478.55268356155085,
500.1,1039.5890879760998,805.9505124871695,727.3766893300632,645.6030827467805,604.3903677059958,557.8943717767021,532.748058700949,500.5835644505072,482.1179550179875,467.4421139582053,
510.1,1030.2645053674094,795.3364962199677,713.2276902341927,632.6689549919138,593.6900488999646,547.546307926758,521.6950465178801,489.01860636237365,471.4022383632447,456.86531346235023,
520.1,1013.9248067472079,780.7259122003891,702.1166149478912,622.507202940299,583.4003259264189,536.3528856335058,510.95347392319934,479.3415046867061,461.142721264955,445.85791758649475,
530.1,998.810577834024,770.6402141126338,689.8152173620001,610.1037143831238,571.2854317254803,526.461029640201,500.26435825146723,469.14878041176934,451.8060212841765,436.43649676694776,
540.1,993.1428079319551,758.4751561617202,679.9677050569331,599.9205769647068,560.9162317637742,514.2357642378701,491.19366967741087,458.69545958403296,442.5520708653421,426.9553308570059,
550.1,982.7789695284404,747.0052404469834,669.9181443376701,589.3519190851525,550.4634644132843,504.0921518140596,480.2912988923204,449.6548253539241,432.76659015655474,417.8252120864155,
560.1,970.7170966397648,739.484469306941,660.23847531635,580.2989841265713,541.9635845446423,495.8332460343576,471.14759762854436,440.299984500615,423.3828686215572,409.06020654316194,
570.1,964.5305720513976,727.6913148182635,649.2646572281716,570.7184473541998,532.773371733561,486.55865462401255,462.2443331904869,432.1366707499981,415.5498678637631,400.94553598218897,
580.1,954.5515850645936,719.5883245185978,639.2286585374995,561.6427008513974,521.9655553117126,478.95023567989875,454.20742828069234,422.9975287621417,406.9435992795392,393.39465841881963,
590.1,945.3918617062332,712.4758915721683,629.6205578165554,552.838486914082,515.0262578580059,470.58089027043343,445.4242990266855,416.3202027022179,398.79074819796466,385.2508664624563,
600.1,933.3271757298177,703.5224223432238,621.1467664319582,545.1072967326606,507.48027017050094,463.21325251939874,439.2425906412163,409.12650052390944,392.0533372657759,379.13776365946535,
610.1,930.7698075481006,693.3341127558274,614.3064732714781,537.7236836084936,499.2857886532267,455.11850740945164,431.3260098473775,402.0813297482423,385.554779684459,372.2349521416882,
620.1,917.697855126663,684.4099224865039,606.4533346158968,529.90591774291,493.52990677124455,449.0795106104135,424.61704516552015,394.6887126072558,379.2277335383677,364.77881073553664,
630.1,911.5990542499353,676.7405450338065,599.5784338684606,522.9368913604218,485.40310123647464,442.76343007570483,417.3788210893892,388.768519096829,372.99729656663675,359.30474781577635,
640.1,902.237120556524,671.8756068605664,594.6977204923726,516.1753868253058,477.7204407296951,435.82532682232414,411.9164757159945,383.1563376922149,366.0159376661556,353.5783045327012,
650.1,896.4979280371476,664.3433735759716,586.3675124372323,509.76957381013995,473.01792595662096,428.7902039444622,405.7591446235045,376.52197735852354,361.4886836950818,348.4817503003709,
660.1,889.8535064880193,657.6379072646597,581.1068554559495,503.7185538388215,466.59729103672026,424.30851422260065,399.81865378272676,371.4617443968829,355.71954116201266,343.5017295124613,
670.1,884.0693814005554,653.5881206739609,574.9867310324491,497.7316268949384,460.9948401827086,418.6797904963687,395.3984977531698,366.13379651324146,351.18706931270617,338.3972389093442,
680.1,880.2353530642919,648.2539428464565,568.621926030421,493.0941387506732,455.8139494187345,412.46730602747834,389.8602759697001,361.8385610358453,345.90637686918933,333.33293298489895,
690.1,875.0048944401351,640.7074546674826,562.9022886851337,488.923895985376,450.79387238241446,408.10700140016644,385.0814528990694,356.87179021273386,341.4280024687369,329.39688068288757,
700.1,866.2295258315149,636.8292492149687,557.8587496132279,482.93919274247617,444.2720757437546,403.0002993484436,381.53794375159015,352.2633010397049,336.9171243010001,324.31569417525327,
710.1,863.5566843490709,629.8276142572867,554.9433508508653,477.7425137130539,441.7920170932982,400.1253622559383,375.9780847442567,348.20806853725253,333.6414001714495,321.2067994949042,
720.1,863.6479332780506,627.7765625606074,550.2019409043131,474.66796947593673,436.3243941052255,394.95879121679883,372.7976430101069,345.03050520495356,329.3909451850603,316.74176287087914,
730.1,853.1635312635646,620.9378176259241,543.773806732038,469.6241099190507,433.27136554361203,391.1972078398535,368.9393791909208,341.48964204085644,325.92198977306373,313.74936432712434,
740.1,849.9399062092346,620.7319551433885,541.4675167703953,466.10525544272633,429.5882988002638,388.2833071251899,365.2098288443003,337.9078105032106,322.43881428828473,310.29606823491133,
750.1,847.9043641394825,615.4163696251507,537.4106801644687,462.2620984858612,426.8715427542409,384.7511648194135,362.0812298471697,334.81984780608184,319.8095421317828,307.9589986971599,
760.1,843.1991886076783,611.0716690750558,533.0561261516316,459.28002757802676,423.81342951205653,382.1719856441692,358.94769526354014,332.3512312537227,316.89844862513996,304.5350913412423,
770.1,839.461383955132,608.6005288410994,531.1708749607856,457.5130843257835,420.58205717192243,378.79664610301677,356.09643283581863,328.95243815625975,315.11477543965015,302.08277706314993,
780.1,834.3223386049272,605.1892752065534,530.1073024383774,454.1126965288428,417.81130618725587,375.99227493107566,353.1120481950885,326.5571551617252,312.27162368964747,300.4670839098646,
790.1,833.1911520148452,601.1505177744409,527.7961661505119,450.6387242068664,414.8986225081142,372.4174481324778,350.8880931403939,324.45615413215216,310.3693025350261,298.30111472508725,
800.1,830.0137709883064,598.5939002186234,524.6154734675388,449.54214489504403,414.3872097652027,371.8852255411394,349.4641368324724,322.44424941897404,308.4957204442814,295.5784678523705,
810.1,828.1407278832335,596.3986830921231,520.8459856996154,447.24167887498095,411.0409204397163,369.599023332669,347.98109649988277,321.44291611106655,306.5640048868344,294.10359798717377,
820.1,828.2691028603776,595.2731875729074,519.767937906821,444.882290393104,409.61897100443895,368.1439321117338,346.0040218822284,319.4714230531114,304.8092420556012,293.0160690568794,
830.1,825.3341770544376,592.4076510556143,518.1973290367941,442.9006531934444,407.8888803650656,366.49930348535753,343.94935618188657,317.5737624003837,302.67210894451904,291.5426899314673,
840.1,823.8048003609483,592.8874172077982,517.5513956412935,441.54805346855034,406.41278886788297,365.72708614176423,343.48519581723997,317.0115874792888,302.14273705063226,290.35834796064114,
850.1,823.0642262621842,591.1249742735514,514.7159258913124,440.8408190086975,404.97575730137885,363.80062592100575,342.39179473253864,315.3782881372359,301.9306998680018,289.26517378668984,
860.1,820.9064998848405,590.9234992350747,514.1315034553041,441.0536373889533,405.4757624183969,363.5747468223856,341.3260818231599,315.2054436431117,301.3902676284936,288.36657874317723,
870.1,818.710179245004,590.4616872189272,514.4105710302769,439.12632613968685,404.4945145641687,361.76048013838084,340.8877036010088,313.7689274297397,299.9097147358957,288.6869140732443,
880.1,819.8696974018069,589.4655806936737,513.150750071134,438.5158672472879,403.4007603351077,362.1574776216972,340.0831492690357,313.5741926595775,299.55205673071475,287.6439100554873,
890.1,819.5681467501495,586.922273331835,512.7169395035447,438.91648679722357,402.7419091215799,362.1387573648312,339.89936459847445,313.97451029180735,299.48924226908184,287.31867197804127,
900.1,819.6979228116938,587.0358725982742,511.91718531156414,438.6319551172194,402.87009962903846,361.26776198056064,339.9175932502088,313.35497212707696,298.62302135886273,287.294130291795,
910.1,818.2102179985942,587.5165283701508,513.8940103886815,439.02651403537124,402.4572010784349,362.11301198370575,339.98705442837166,312.5786286610746,298.26038694596457,286.984920192533,
920.1,820.8796388015109,588.1832748930578,512.6161400892172,439.67438604331824,403.4255003397158,361.7547121023084,340.7269426663753,313.8826454152328,299.417292804759,287.5564865929978,
930.1,820.8838647174484,587.1936606061734,513.6743187297569,439.54640323704194,404.2432693402988,362.5113469802617,340.3695467924442,313.29028043803095,299.7877756898641,288.1240765498153,
940.1,822.2765202655011,588.9668153483243,514.4877761060296,439.040182582253,404.27427439409456,363.8351766055163,340.988215416346,314.4104134050408,300.08598003964596,288.66455718837494,
950.1,822.3678329394068,590.3608504177278,516.421161515131,440.46485680827413,404.9207307076989,364.22575706545194,342.3440004343693,315.5634842906477,301.14256581816994,289.32478881021564,
960.1,822.8405573925882,592.0807968506219,514.5537197477207,440.57060911094453,405.5466345948724,364.13911878857255,342.32770012417797,316.2277373396131,301.99369383033,289.9861811701978,
970.1,822.3088363961974,592.5355570500839,517.2649803581204,442.99065943836723,406.8330324815078,365.81930032522433,343.847546862399,316.7494367705432,302.5464231317306,291.3796537701069,
980.1,827.6777378407212,593.8316890252872,519.3730421725343,444.36586545785485,408.7512628459768,368.0320121775906,344.76423513512947,318.50740896843604,304.1055756688706,292.4740107975119,
990.1,830.823857322477,595.0913733134025,520.08991340685,446.0548402999445,409.79641807709754,368.03483033382633,346.59039536453264,319.8132311056014,305.8116693051248,293.8720995241933,
