Distance/m,Chi = 0.1,Chi = 0.2,Chi = 0.30000000000000004,Chi = 0.4,Chi = 0.5,Chi = 0.6,Chi = 0.7,Chi = 0.7999999999999999,Chi = 0.8999999999999999,Chi = 0.9999999999999999
0.1,9368.754874592429,9104.233840096456,8361.791924564403,6094.040552634969,5136.822198008535,4252.230058901918,3831.972435056189,3327.554901336157,3055.037780211629,2826.691524316252,
10.1,5084.885621625239,4823.369237417933,4384.992102210782,3193.1160546951046,2682.124710043405,2217.077159666789,1992.2565796670578,1726.944519531025,1591.2029347544824,1467.9799940464454,
20.1,4445.482416021835,4181.618679343459,3801.4675499356267,2759.0470262448875,2308.6345999006157,1910.8788878818452,1721.8252307029775,1490.2295834298334,1368.786810391327,1265.940584952688,
30.1,4070.81891779575,3809.5682181090256,3449.9798756940972,2501.844686820718,2099.0852099733643,1743.3583694360107,1558.5333986630085,1352.095785128903,1241.0551982686588,1146.7616435759421,
40.1,3805.48462728446,3539.7843472033833,3203.727067434582,2321.928080168817,1945.2674823663529,1610.5276502901015,1443.8386866486985,1251.923922764878,1150.7724102255595,1063.2818929442176,
50.1,3597.192084491779,3335.6028207676654,3011.532119174096,2178.6367298798014,1832.3194214814855,1511.0225723845222,1353.6431959296985,1174.699099807688,1079.7531793596097,996.3076909920431,
60.1,3429.877910997487,3167.432906367558,2858.0798538198796,2061.4912198951133,1730.2995122134166,1426.4632139134674,1286.803830783268,1116.3231256816466,1020.522739628063,942.4611873485732,
70.1,3284.183614656137,3023.1599503109414,2727.063654544798,1968.2253184959038,1651.6079812661335,1363.9951141563815,1223.341823226841,1061.8427272339077,972.7466920437198,898.0493335935363,
80.1,3157.391390446739,2898.846979150263,2614.1896959324054,1885.9351805824672,1583.4845649875651,1303.3110406855042,1170.5445642765608,1015.4445612051594,929.9962144949399,859.8875511776005,
90.1,3053.559184049875,2791.3697571170405,2505.916558313126,1812.4429552624358,1517.3240994337039,1252.834213088374,1122.7811424601914,974.5460512073374,893.4869776419109,825.7642359587608,
100.1,2958.163473818029,2692.247112721425,2425.628824687408,1753.2601738235878,1460.8070032565352,1206.1171557416853,1082.8328964710558,938.856469011077,861.4591686837388,793.9534439122858,
110.1,2866.322775628614,2603.609269821093,2340.962181681626,1686.338390886173,1415.188057607701,1165.0898383233784,1044.6949046407938,902.4906071864178,829.5532962435366,766.9781878911666,
120.1,2786.8378990533633,2524.6244023365484,2261.7822504477363,1633.1835445975985,1365.2015725424023,1125.9151011714912,1010.2943612258753,876.0237020275631,801.8316631431107,741.8161274919916,
130.1,2711.541071309673,2455.052758660472,2199.275991332129,1580.7806951276475,1325.4420717954347,1090.9325861902637,978.6961313056815,848.0308287492313,778.6742876999907,718.0524019452581,
140.1,2642.696217638206,2389.7818070290637,2135.9653297579757,1538.315229015206,1285.3324183516813,1058.7686409968364,949.9694186394055,823.1449732369658,754.788802234434,696.7091542394139,
150.1,2578.398427986972,2322.4994341803394,2076.4454086116743,1493.7105092860752,1249.5429769018717,1029.9901582593563,921.5451813314243,799.74734935475,732.293903261012,677.2200715750174,
