Distance/m,Chi = 0.1,Chi = 0.2,Chi = 0.30000000000000004,Chi = 0.4,Chi = 0.5,Chi = 0.6,Chi = 0.7,Chi = 0.7999999999999999,Chi = 0.8999999999999999,Chi = 0.9999999999999999
0.1,9327.659800328807,9071.82934839001,8975.992561981351,8682.872185080028,7927.997800900055,6635.211936758831,6008.438224502673,5228.647087219701,4786.6330791748815,4404.952240752842,
10.1,5040.34553505338,4784.616208127992,4690.3108736735285,4493.350998667169,4093.147000834333,3418.4232123051374,3083.580831468365,2679.226892089489,2449.247173675754,2253.3307860949394,
20.1,4403.123291466439,4144.567866842107,4051.880342393451,3867.8171313197195,3515.5188933861355,2931.622617552535,2649.263476133018,2298.7677310514746,2103.3224559581076,1933.726749661751,
30.1,4025.7335981721676,3768.5804404987584,3674.059506209888,3498.392681338025,3182.0783966398776,2649.353495746499,2393.1909915373235,2075.4469981508246,1899.3377995059125,1747.6475060458558,
40.1,3764.381334115563,3504.558616090032,3408.473362659555,3239.9595578193284,2943.368213360108,2448.6747808883765,2208.858134574277,1916.8309578765386,1752.7325084048464,1613.4869367850156,
50.1,3546.0720800521585,3296.9926727530483,3202.563529580747,3038.218983707871,2755.1385014916027,2294.50699823505,2071.5505311246325,1794.826891983358,1640.931118403315,1508.9085094644242,
60.1,3385.27363172498,3128.9989079166985,3033.8747127078254,2872.3346091164617,2608.7388320330574,2168.6620947594524,1954.1569718301175,1693.3360514021563,1549.0470738208987,1424.5544425937185,
70.1,3239.4147334284107,2981.244073825569,2891.9070119382377,2732.639974185413,2475.981341337102,2058.5623613648663,1857.7479229432581,1606.5434050940364,1472.3362607697748,1352.8216977319944,
80.1,3122.465570667526,2859.7846061369205,2765.6444514020723,2612.2068230067425,2365.874295267027,1966.2293618852934,1770.2831501280768,1533.6340027991423,1405.2828879545625,1292.088266129655,
90.1,3009.4347906183793,2748.9697230238808,2656.578672315165,2509.3106020447167,2264.812703265274,1882.1320917584258,1697.8014445159347,1469.6851584456756,1344.7141555596738,1236.8944479920797,
100.1,2916.3262149729185,2654.521259191383,2561.6214824278313,2409.553601119515,2180.901489345721,1810.506506214831,1631.9444489443886,1413.0865920405797,1292.2680176411584,1187.7365884262372,
110.1,2825.5866341722685,2564.283026097971,2470.8176653319642,2324.693959650519,2100.9000365746724,1747.4915698056336,1572.6027659161775,1362.8680651374555,1243.9795239094797,1142.5466947840223,
120.1,2744.0550079863137,2482.8030687114006,2390.355182411947,2244.893478345804,2033.7887620768756,1685.3947752156873,1515.9038629924198,1313.2302419984285,1202.6779391308407,1102.4692555173317,
130.1,2672.524462321582,2409.42960114238,2318.1828277411532,2173.8297364584528,1965.1593498990972,1629.6177978561723,1465.1017826327527,1269.6759853450849,1160.7013025979368,1065.177556448223,
140.1,2599.824037961822,2345.809114955501,2247.520016606157,2105.9649451977925,1907.0829842845194,1577.5947421168514,1421.3063875452171,1229.94947066986,1125.374623311424,1032.632022211936,
150.1,2536.632201507539,2274.61108363448,2188.0843239161886,2046.7406125384255,1848.8995432015054,1530.6021837253388,1375.4792441636216,1192.8010308669695,1087.6684627736327,1000.0012892862943,
160.1,2480.9445802739797,2220.4161752057257,2129.1391020704245,1988.8677301339376,1796.8003705315607,1485.4878658040745,1336.4962274889047,1157.0241925338646,1058.0402966660488,969.9223997286596,
170.1,2420.915922841759,2164.0798923091083,2070.3474383485045,1933.989209042049,1743.4505034600918,1444.6571413395177,1300.6576539876314,1124.0941305286938,1027.2591060691248,943.6998686389261,
180.1,2378.8571076901962,2115.292968673326,2020.9697143279177,1883.0347201724278,1699.3922938533076,1406.7224904729594,1265.334576967435,1092.4156145840018,999.1776607805084,917.5884825277597,
190.1,2319.4197089481027,2063.2766740906245,1971.3215273770509,1837.5201780175132,1653.6707874555543,1366.7520648404034,1230.8171855936062,1063.9436666884305,974.5050853328112,893.6021563228655,
200.1,2271.5194778835557,2017.0433715319598,1926.5907036480985,1791.5241740700537,1614.2778981503923,1335.4542759699166,1201.1249812244175,1036.979177301981,948.0675076169463,870.3259841136345,
