Distance/m,Chi = 0.1,Chi = 0.2,Chi = 0.30000000000000004,Chi = 0.4,Chi = 0.5,Chi = 0.6,Chi = 0.7,Chi = 0.7999999999999999,Chi = 0.8999999999999999,Chi = 0.9999999999999999
0.1,19707.690968877025,19183.763032198058,18782.013610423684,18279.525527389622,16863.823135940158,13804.415480219293,12187.189424184018,10347.530369681674,9406.206635023633,8608.061986989436,
10.1,9933.218674794278,9516.861429825987,9271.476654528256,8831.26848681657,8098.227658032143,6634.447511954588,5874.127926050658,4993.657070216226,4537.150347879368,4142.791985804328,
20.1,8595.709824080683,7970.27980627903,7832.836162703839,7486.454688335607,6844.338270463696,5581.6172717498075,4942.258279351998,4198.090148605783,3806.8881629591356,3477.754569233293,
30.1,7732.062199029735,7263.9691541953225,7004.999191420244,6647.714371858848,6069.998714657188,4952.348694474005,4386.263124098578,3726.998670859046,3378.7236164465985,3087.219227387799,
40.1,7103.905184864539,6554.707804106082,6314.80708898835,6040.355172275248,5548.039197239161,4508.943463819209,3992.3115504421485,3394.0406193384565,3077.2663022326024,2811.098705123577,
50.1,6595.658641123904,6134.782649508089,5880.665701968412,5611.061691307701,5095.064318079169,4187.53114063778,3677.1942822649385,3133.0808514336636,2849.677474197064,2595.767846816541,
60.1,6382.102263691974,5783.019201394485,5579.267970644633,5233.373053134911,4782.760465068316,3888.8713340051554,3445.2453437988843,2920.478874109878,2650.1746556732587,2428.370033759537,
70.1,5933.153973279753,5366.406735709505,5247.987489027473,4924.601951025435,4461.333951429188,3648.6181420636817,3215.406043669489,2741.9605430191673,2489.4263768538817,2265.5498711808973,
80.1,5648.503905304173,5186.576413405648,4943.537683673073,4643.901592606358,4208.797281564609,3454.995156109551,3043.3530619625144,2589.8848179497095,2349.1948737727816,2140.507274315994,
90.1,5436.984477483214,4906.267572274315,4659.794253919316,4386.550381782021,3996.353883728999,3267.964929152493,2884.654839317125,2451.2264302673725,2218.8480037117906,2026.1183454369955,
100.1,5340.292179009166,4694.920727350171,4479.960209027403,4216.610554379507,3794.6178592365322,3098.7856779572485,2740.9550275943316,2334.8164620443686,2118.291174990696,1935.929658692046,
110.1,5033.5480567741815,4432.011883218911,4255.866790237071,3991.361683882963,3635.560480794383,2960.670857682454,2616.9206749195932,2222.116936712923,2018.6622607021436,1835.2525520869624,
120.1,4892.027595025495,4230.956450312595,4117.526867769524,3838.70496359377,3475.52636064335,2817.639972794479,2496.763773761669,2122.698053421801,1927.4303341327275,1755.1911407243153,
