Chi(proportion),Avg UE Throughput(kBps),Spectral Efficiency,Fairness Idx,Cell-Edge Throughput(kBps),Discrimination Idx,Entropy,Proportion UE dropped,Avg Power Consumed by BS (kW)
0.1,1317.7407245232164,1.0014829506376434E-5,0.7565137674403745,517.473654306461,0.2444862325596265,5.052495987781079,0.0,0.0
0.101,1320.9915547037008,1.0039535815748141E-5,0.759669293168675,515.2925587857106,0.24133070683132438,5.055065464099031,5.263157894736842E-5,0.0
0.10200000000000001,1315.6327757253393,9.998809095512576E-6,0.759575425985814,519.9970700690011,0.2414245740141866,5.055814396477579,0.0,0.0
0.10300000000000001,1317.4417909541678,1.0012557611251669E-5,0.7576108993371209,513.1162564277569,0.24338910066287828,5.053594857070677,0.0,0.0
0.10400000000000001,1316.2358389135904,1.0003392375743307E-5,0.7602173327520014,519.9518850750478,0.24078266724799816,5.056375993810049,0.0,0.0
0.10500000000000001,1308.9344073733628,9.947901496037559E-6,0.759634544956648,515.8743141829223,0.24136545504335294,5.055626767959972,0.0,0.0
0.10600000000000001,1321.5096549433688,1.0043473377569604E-5,0.7587578624399989,514.3275581015898,0.24224213755999935,5.054314560094523,0.0,0.0
0.10700000000000001,1319.5381903071814,1.002849024633458E-5,0.7612744683105741,517.5614133213193,0.23972553168942592,5.056662030202938,2.631578947368421E-5,0.0
0.10800000000000001,1318.6838168095426,1.0021997007752549E-5,0.7583484754523383,517.6302161528391,0.2426515245476623,5.054105572466778,0.0,0.0
0.10900000000000001,1323.5533775918348,1.0059005669697962E-5,0.7600304497206697,517.65571316627,0.24096955027933034,5.0553459509231,5.263157894736842E-5,0.0
0.11000000000000001,1321.630960387781,1.0044395298947144E-5,0.760346436722795,516.1838457192149,0.2406535632772054,5.055465100615826,5.263157894736842E-5,0.0
0.11100000000000002,1314.7484079780322,9.99208790063306E-6,0.7597280904204383,515.8098490213779,0.24127190957956177,5.054767619883186,0.0,0.0
0.11200000000000002,1322.7953287742444,1.0053244498684247E-5,0.7580725493269949,522.5401841249159,0.24292745067300534,5.054501225660883,0.0,0.0
0.11300000000000002,1314.2223625127604,9.988089955096972E-6,0.7621261360413218,515.975428989878,0.23887386395867774,5.057417298572439,0.0,0.0
0.11400000000000002,1313.2849397829584,9.980965542350504E-6,0.7627871709026889,513.8790062971974,0.23821282909731273,5.05819061334952,2.631578947368421E-5,0.0
0.11500000000000002,1318.5370577473946,1.0020881638880191E-5,0.7609433433420579,519.1610524524451,0.2400566566579426,5.056260701176904,0.0,0.0
0.11600000000000002,1312.1354566689354,9.9722294706839E-6,0.7585025518160328,518.524709099956,0.24249744818396757,5.054700299825237,5.263157894736842E-5,0.0
0.11700000000000002,1316.9322643690589,1.0008685209204834E-5,0.759328617876101,510.1848750732808,0.2416713821238986,5.053875837080275,1.3157894736842105E-4,0.0
0.11800000000000002,1324.9006630400204,1.0069245039104157E-5,0.7577119024977312,517.7678393944856,0.24328809750226804,5.053687868503467,5.263157894736842E-5,0.0
0.11900000000000002,1320.8689499743682,1.0038604019805204E-5,0.7574002935932826,517.3019621980528,0.24359970640671813,5.0531789631484285,0.0,0.0
0.12000000000000002,1281.6653055158554,1.4610984482880723E-5,0.7323095822469315,370.35366100720756,0.26869041775306884,5.59683932061058,0.026105263157894795,0.0
0.12100000000000002,1282.292248557957,1.4618131633560708E-5,0.7353042263815424,369.58215673913014,0.26569577361845664,5.600315535551124,0.02557894736842108,0.0
0.12200000000000003,1286.918658965589,1.4670872712207717E-5,0.7305370436151011,380.088999445435,0.27046295638489887,5.596885933389106,0.025017543859649202,0.0
0.12300000000000003,1288.5934707068022,1.4689965566057559E-5,0.7364347726300868,385.18984326294935,0.26456522736991317,5.602790517806677,0.023771929824561437,0.0
0.12400000000000003,1291.5348163023689,1.472349690584699E-5,0.7330997879261385,384.88788434196863,0.26790021207386117,5.599396342487095,0.023666666666666707,0.0
0.12500000000000003,1290.2540935969423,1.4708896667005164E-5,0.7334235986037645,388.27397349843255,0.2675764013962362,5.599925355751905,0.023543859649122877,0.0
0.12600000000000003,1291.04467664948,1.4717909313804051E-5,0.7330706033258217,378.08503711646415,0.26792939667417837,5.598967878660772,0.02426315789473691,0.0
0.12700000000000003,1284.3705833056601,1.4641824649684518E-5,0.734964705866125,368.96091318047417,0.2660352941338745,5.599354809627362,0.025666666666666737,0.0
0.12800000000000003,1285.3770925843821,1.4653298855461969E-5,0.7297676340057788,369.8138153781098,0.27123236599422074,5.595100595776,0.025947368421052677,0.0
0.12900000000000003,1285.2911925850183,1.465231959546922E-5,0.7325325891012645,370.0142773943516,0.2684674108987358,5.597251036936392,0.026333333333333375,0.0
0.13000000000000003,1286.3702283630978,1.4664620603339308E-5,0.732519549793318,378.24549206010727,0.26848045020668343,5.598971351214424,0.024473684210526384,0.0
0.13100000000000003,1283.3462601973001,1.4630147366249194E-5,0.7308553610422597,371.2470087072427,0.27014463895774077,5.595869382201052,0.026403508771929884,0.0
0.13200000000000003,1285.7656172574825,1.4657728036735311E-5,0.7330541700681795,375.64316918243367,0.26794582993182015,5.597857377294595,0.025070175438596534,0.0
0.13300000000000003,1290.0121705282359,1.4706138744021906E-5,0.7314193325046298,381.22663916736116,0.2695806674953705,5.596342216116306,0.02600000000000008,0.0
0.13400000000000004,1289.9463957256407,1.4705388911272313E-5,0.7341890842878396,387.75172107550355,0.2668109157121593,5.601314664923189,0.023140350877193013,0.0
0.13500000000000004,1290.4039423524478,1.47106049428179E-5,0.7365875775181,385.15642920814025,0.26441242248189917,5.601944200687439,0.024385964912280744,0.0
