Chi(proportion),Avg UE Throughput(kBps),Spectral Efficiency,Fairness Idx,Cell-Edge Throughput(kBps),Discrimination Idx,Entropy,Proportion UE dropped,Avg Power Consumed by BS (kW)
0.1,1691.8720273219149,1.2858227407646546E-5,0.7876615615361207,729.0656446099632,0.2133384384638781,5.0816253981546495,0.0,0.0
0.10500000000000001,1691.012617743986,1.28516958948543E-5,0.7898444238142289,719.6469375875093,0.21115557618577246,5.083142913140235,0.0,0.0
0.11000000000000001,1687.1218131244154,1.2822125779745589E-5,0.7886302665775802,719.345149976543,0.212369733422419,5.081954767121395,0.0,0.0
0.11500000000000002,1681.9012628688693,1.2782449597803378E-5,0.7891546002178705,723.2266674959014,0.2118453997821291,5.082580531895718,0.0,0.0
0.12000000000000002,1581.5405428960808,1.802956218901532E-5,0.7605583955068639,626.897960351007,0.24044160449313617,5.64129048665976,5.263157894736842E-5,0.0
0.12500000000000003,1581.8369449554532,1.80329411724922E-5,0.7586607948790844,626.3292015345496,0.24233920512091672,5.639905139331304,0.0,0.0
0.13000000000000003,1583.795504559727,1.8055268751980915E-5,0.7579116455489651,628.4892267616099,0.24308835445103408,5.639036537339512,7.017543859649122E-5,0.0
0.13500000000000004,1581.139265040323,1.8024987621459683E-5,0.7605048245918282,628.951687288601,0.24049517540817145,5.640956732812051,5.263157894736842E-5,0.0
0.14000000000000004,1576.3126473081595,1.796996417931301E-5,0.7598301882924227,630.5100016816939,0.24116981170757673,5.641049719180195,1.7543859649122806E-5,0.0
0.14500000000000005,1582.411550793787,1.8039491679049188E-5,0.7597070936572596,631.0942663312015,0.24129290634274164,5.640921497745749,3.508771929824561E-5,0.0
0.15000000000000005,1580.9675784178824,1.8023030393963835E-5,0.7608305348898858,631.9998083993079,0.2401694651101145,5.641989327363502,7.017543859649122E-5,0.0
0.15500000000000005,1584.8591330434197,1.8067394116695E-5,0.7600558746611281,633.3609969370668,0.24094412533887172,5.640777352493493,0.0,0.0
0.16000000000000006,1498.6178618513343,2.277899150014033E-5,0.737256165035883,539.2710020346551,0.26374383496411713,6.029074697218411,0.006065789473684212,0.0
0.16500000000000006,1496.4826607827365,2.2746536443897613E-5,0.7368343435597133,533.0651711398011,0.2641656564402864,6.028274456082056,0.0064605263157894825,0.0
0.17000000000000007,1494.7602543042226,2.2720355865424164E-5,0.7384411485399522,531.6824406528146,0.26255885146004765,6.029342149982683,0.006513157894736851,0.0
0.17500000000000007,1496.1240954034174,2.2741086250131912E-5,0.7381526160593951,534.6029403308119,0.26284738394060514,6.029248169078077,0.006565789473684218,0.0
0.18000000000000008,1502.6668606474577,2.2840536281841385E-5,0.7380653415606976,538.1777197390423,0.2629346584393026,6.029446248926897,0.006210526315789481,0.0
0.18500000000000008,1492.0452088056074,2.2679087173845214E-5,0.7388406639577753,532.6133002299716,0.26215933604222463,6.029841378454081,0.00656578947368422,0.0
0.19000000000000009,1502.884299988857,2.284384135983064E-5,0.7345787501223422,531.592640442632,0.26642124987765675,6.025644591618346,0.007105263157894745,0.0
0.1950000000000001,1501.113311913476,2.2816922341084825E-5,0.7345455228981935,531.1773693813585,0.2664544771018062,6.026754199974561,0.0064736842105263225,0.0
0.2000000000000001,1359.7445628394328,2.5835146693949233E-5,0.675067435867404,89.94029021782545,0.3259325641325962,6.233930653825517,0.07490526315789463,0.0
0.2050000000000001,1358.4540618738645,2.5810627175603405E-5,0.6754338461418483,94.44677867912213,0.3255661538581535,6.2362367018564795,0.07329473684210511,0.0
0.2100000000000001,1355.3785759010036,2.5752192942119082E-5,0.6725249948520782,84.16838971569427,0.32847500514792155,6.230204560975771,0.07681052631578937,0.0
0.2150000000000001,1361.7282105220852,2.5872835999919606E-5,0.6768252439330515,98.28240610880248,0.32417475606694857,6.238021757807945,0.07214736842105263,0.0
0.2200000000000001,1355.7912328785183,2.5760033424691828E-5,0.6759399344816664,94.68920419479959,0.32506006551833394,6.237827768262417,0.07264210526315776,0.0
0.22500000000000012,1362.4476166508816,2.5886504716366722E-5,0.6755125452305573,89.7914842114128,0.3254874547694434,6.235088089876209,0.0743894736842104,0.0
0.23000000000000012,1359.7503419972427,2.5835256497947626E-5,0.6775336441196289,94.45454899005641,0.3234663558803724,6.237951838460853,0.07345263157894726,0.0
0.23500000000000013,1359.3782591896634,2.5828186924603567E-5,0.6737514859561624,84.38646300620432,0.32724851404383776,6.232667026720777,0.07565263157894728,0.0
0.24000000000000013,1167.5699828508843,2.662059560900017E-5,0.5836781174537811,0.0,0.4173218825462187,6.293405040817338,0.19324561403508836,0.0
0.24500000000000013,1167.906226357441,2.6628261960949667E-5,0.584111241323986,0.0,0.4168887586760155,6.29279091379965,0.19443859649122877,0.0
0.2500000000000001,1159.4453626792588,2.643535426908705E-5,0.5807058360174137,0.0,0.4202941639825866,6.286732571398385,0.19680701754386035,0.0
0.2550000000000001,1165.5903915870124,2.6575460928183827E-5,0.5824094686371392,0.0,0.4185905313628602,6.290090480282367,0.1955263157894746,0.0
0.2600000000000001,1164.8329459993454,2.65581911687851E-5,0.5860496479402586,0.0,0.41495035205974135,6.2967239801316826,0.19264035087719375,0.0
0.2650000000000001,1168.5074262061544,2.6641969317500348E-5,0.5826813308928904,0.0,0.41831866910710946,6.291333799215795,0.1938596491228081,0.0
0.27000000000000013,1166.2323423529713,2.659009740564776E-5,0.581554171933148,0.0,0.4194458280668527,6.290209976350683,0.19405263157894803,0.0
0.27500000000000013,1163.7374955672215,2.6533214898932615E-5,0.5843592980893204,0.0,0.41664070191068003,6.29368772120472,0.19407017543859742,0.0
