Distance/m,Chi = 0.1,Chi = 0.2,Chi = 0.30000000000000004,Chi = 0.4,Chi = 0.5,Chi = 0.6,Chi = 0.7,Chi = 0.7999999999999999,Chi = 0.8999999999999999,Chi = 0.9999999999999999
0.1,8863.223678364155,8619.234888921568,8532.53242647274,8426.49813242354,8236.52095448652,7468.4066498320535,6919.732742132022,6209.665777141872,5781.645239746368,5393.734999215541,
10.1,4578.85309929375,4337.776412893751,4251.381192439179,4152.256293961529,4046.6869589261905,3658.8439739720507,3389.0185510616943,3041.598278508142,2829.9792228246315,2638.503361483197,
20.1,3943.8401003940485,3698.117403122662,3610.1378751300094,3513.5318193781795,3423.5281908365973,3086.055261358513,2863.7018205136637,2565.9361211185164,2387.884063582057,2228.5435754078767,
30.1,3571.055062239084,3324.009842306211,3235.068765380527,3139.406269312268,3051.3761559436825,2758.980088962017,2553.2945234827916,2288.2463976023764,2129.4509978939086,1987.250418623685,
40.1,3304.0079035532385,3054.4256694533806,2968.9726357334757,2873.387907783281,2793.4766966494794,2524.84141444754,2337.152085045162,2092.818490194139,1948.8141057632872,1815.137911432521,
50.1,3087.779585814173,2851.0113869157044,2763.4045982347593,2667.6550135146667,2588.862109559983,2337.2415753005034,2164.6214388590834,1939.2449689102434,1803.7366453529705,1683.256205083408,
60.1,2925.322163256787,2680.4967951029244,2594.5936263985323,2498.9631148504054,2427.5235200436964,2188.2806711842004,2023.5040070567052,1812.9366409838008,1691.2228414699464,1576.649556918977,
70.1,2783.666962508069,2540.75886073819,2450.254148600923,2356.7367951763604,2285.1759922848655,2062.0199626359367,1905.306509609283,1709.7300111326479,1589.2813412863854,1483.1106446745714,
80.1,2659.7336508349586,2417.6761714578297,2326.5199723696674,2234.90761290046,2164.0172994559903,1953.3735510858617,1806.9702173906921,1618.467971493336,1505.7454564544391,1403.8773430419403,
90.1,2549.462473540027,2307.424605352431,2218.7840442341817,2125.7845089952434,2058.09456174602,1851.3735215549739,1713.683330065319,1539.10097944363,1429.8882636880796,1332.34640679889,
