Distance/m,Chi = 0.1,Chi = 0.2,Chi = 0.30000000000000004,Chi = 0.4,Chi = 0.5,Chi = 0.6,Chi = 0.7,Chi = 0.7999999999999999,Chi = 0.8999999999999999,Chi = 0.9999999999999999
0.1,9046.91061741555,8804.360514973703,8715.689475552756,8419.138220319017,7712.434234800681,6456.380027902988,5833.953758708398,5080.305542957168,4653.88871380866,4283.447672810493,
10.1,4762.401471797343,4514.215687865767,4425.592727067264,4237.798701149381,3866.42033038773,3225.6555128041177,2909.00119998835,2528.3340187358417,2318.175988512468,2135.82441093789,
20.1,4118.221147773778,3874.9200467890896,3786.643529143125,3612.8736155081033,3284.9845561392967,2741.888346926442,2474.9226670031007,2154.1650401263714,1971.6335246393264,1813.8003627145104,
30.1,3748.9109069883484,3500.291458192945,3412.207311773277,3245.595204189757,2951.106562583459,2457.1741227873176,2221.3202399050874,1930.8952070945877,1766.567494847848,1624.8673313773377,
40.1,3483.8016186562195,3232.0031260324836,3144.489538362341,2984.8955846785207,2709.470356968692,2256.895190561616,2040.4299391184177,1770.7981882982128,1620.3101287579332,1491.641900292512,
50.1,3269.219421289244,3029.286139244228,2938.67640733162,2786.2090146272235,2520.0657003437555,2103.928667263019,1898.8650296623618,1649.5631624676419,1507.1679432492963,1387.567750294,
60.1,3106.6881858675933,2855.7369895807565,2769.474027453909,2619.429734106012,2371.750762619719,1975.6740818268304,1785.2752513197647,1546.6584492239003,1417.508421670755,1301.7992597222178,
70.1,2957.9701098855603,2716.720462953624,2625.4575657764094,2479.0757000020453,2242.2084318821217,1870.2430770978315,1685.7849453838542,1461.1019069171948,1337.8950236081669,1231.6055432006372,
80.1,2833.6975383595905,2592.0059894586575,2502.1020454162763,2360.4285345588723,2130.7997937363307,1774.9822852365696,1599.1568472601239,1388.007100751658,1271.5006117268913,1169.0960655675244,
90.1,2722.2559107248717,2480.5207264984556,2392.9747911210143,2252.4225623290417,2035.226362260105,1694.1644519323515,1524.705018842571,1323.7310708768691,1210.8388532420527,1114.3392257124258,
100.1,2630.1144845683307,2383.1202924077297,2294.090642339057,2154.7768280368623,1952.2482545372325,1619.258359234876,1461.73378021383,1267.4247361061698,1159.9498125036464,1064.9950019199835,
110.1,2538.1579650553513,2296.616637008713,2208.627423450854,2069.4786228417884,1869.8746479678757,1553.7348154369658,1401.2084518873373,1212.9477683839125,1112.2990976988701,1020.1855602630545,
120.1,2461.7060456301638,2219.047046575311,2130.450260353712,1991.023233913678,1800.4624904506923,1491.416020206029,1347.6625185996152,1168.3436548579632,1066.3946165850607,982.0723033452916,
130.1,2385.9187495334113,2141.132363561479,2055.0170237356647,1921.708602091304,1735.0933187128567,1438.0035889818105,1296.83120498328,1123.3550649855752,1027.8516283489428,944.3444530056561,
140.1,2321.0162426392135,2074.2906032964584,1985.3974727707334,1854.978778328912,1671.5545304593,1388.8366536347178,1250.88540958053,1084.1130986183775,991.9379258114818,909.6984959253698,
150.1,2248.2596968128355,2011.416894578737,1920.9421378306047,1792.2740267594363,1615.6501782507685,1341.6406207719986,1207.399919872307,1045.1384184134536,957.2520738084576,879.3700229822141,
160.1,2191.8437130996335,1952.5966678733814,1864.1633640243995,1733.4581398517303,1562.9282075089332,1297.4892242994936,1167.4055122273278,1012.4363542630304,924.0372629275665,849.7771007339913,
170.1,2139.008739348654,1896.2397948280684,1807.7364693277789,1683.7806434576978,1512.0880351542917,1253.8184837566741,1130.1080543477863,978.8372565739767,894.6608680480225,822.6378812881402,
180.1,2089.213572266617,1844.43816556371,1755.6726210636205,1630.0683122000526,1470.5681372693157,1214.0718767053763,1095.7989395223638,947.8066197903815,865.698902570782,796.7254246055263,
190.1,2036.8388770511117,1796.4856732814026,1705.1551852088319,1584.0763339259142,1424.4372383471314,1180.3197099439926,1062.8021312839912,918.6009352264322,838.7067820307533,771.6866356081688,
200.1,1995.474196798881,1750.1882423092607,1660.6325228071616,1537.6654690956805,1382.0079680719145,1143.1333545183193,1031.2894535504597,892.5879916965469,815.2950485515389,749.1055333445923,
210.1,1946.7560024323977,1705.5243245525699,1616.8234730743131,1495.7590527592072,1346.7734268261986,1111.8881051651822,1000.3789479477238,866.1310134155947,793.0213968129567,726.6689104128502,
220.1,1902.132532680634,1662.4853097891455,1576.6116443160947,1455.7287128553291,1306.0722625693404,1080.732659948528,972.2369958720775,842.181406548771,769.979917920593,707.6321737324993,
230.1,1863.5828395732271,1624.967751422143,1533.1015577527912,1418.4785602994689,1271.7676471939676,1052.1266343562877,947.2938142898283,820.0109194225704,748.9681856577246,687.392074105393,
240.1,1827.4234353821105,1587.824337005828,1497.1938356669627,1379.1203873205013,1241.3447142053628,1024.7261994177811,919.771846956614,798.2559834271971,727.6755121808708,669.6147577790273,
250.1,1795.3474863326683,1550.3686173199492,1463.7204567482684,1346.4239471435549,1206.140076267833,998.7002060629679,897.1767580532905,776.2300095062124,708.570885883256,650.97140668458,
260.1,1763.8384660550516,1513.8640268391973,1430.216346790015,1313.1811941241745,1179.196239485622,971.4453210954239,876.0798889300253,756.9046405170275,690.3462427209797,634.1470718629689,
270.1,1723.6205052289338,1482.370857144416,1396.2037016080492,1281.0236980252257,1149.2751236232448,948.3821760514754,852.2127603583666,737.5835093267979,673.2882153267642,618.3555212098071,
280.1,1691.5154039363272,1452.2999541458116,1366.1672015441904,1248.8613197035897,1123.6330719110892,926.8259534393884,831.993389179802,720.9825214223644,656.8946769617152,603.3010879704776,
290.1,1662.677929432974,1421.2734074136124,1335.543696515741,1219.7182653521531,1095.176928916778,903.733729541183,812.1263140833453,702.1058799471907,641.1388862345509,590.8734819218012,
300.1,1635.743581453789,1391.973649106896,1306.502302638946,1194.3084016936516,1070.7930849972295,882.2448548189813,793.7883687058267,685.0809569612726,626.1414393330243,575.1689697482988,
310.1,1609.1608506090445,1365.2454473466205,1278.9705367149854,1165.4543788810586,1046.8124195245305,864.2632761738328,774.8100351475616,669.8978526322796,612.3528564053883,562.1276938611376,
320.1,1580.758174281711,1340.8491446814298,1251.8565972165316,1141.1011837180545,1023.4273496071888,844.9640262267454,757.715627126567,654.826556310201,597.6058208473175,548.3717044421426,
330.1,1557.762697128464,1313.5861290534692,1227.4490766496644,1115.2960131624377,999.6578006257561,825.2055361988001,740.4471261830369,639.4567144182873,583.548132854627,537.4622573409638,
340.1,1529.9001231635618,1288.1119660719867,1203.36839736056,1092.312020616128,979.1423787830923,808.0395173446685,725.8844128538991,626.7920721120929,570.6565459650716,525.0962088504486,
350.1,1507.1355035395218,1265.33291478179,1180.8170969935668,1069.883775449732,959.3619062429509,790.6964998378363,709.0646818323052,612.0628834598981,560.1042197128268,513.5002284871659,
360.1,1481.844805352612,1243.9040928101447,1158.3886091793045,1048.4019512992581,938.1883236512331,773.8280743577433,693.4270238817537,599.57373427236,548.7388375488947,502.7878932364274,
370.1,1461.0256171821072,1222.7589484059667,1136.0704064695153,1028.7722531940353,920.7228886460293,758.9365860189596,681.0550612644133,587.2100824291938,536.2723037805715,492.7913142935515,
380.1,1439.9791386451172,1202.0154755882618,1117.4820262609276,1008.2793754157153,901.8178506493815,745.2345365067829,667.297855786969,577.7055861800267,525.2730893655358,482.80731005173493,
390.1,1422.9994442386092,1178.6895459566995,1096.7365822459649,989.5379169063705,884.6517607764366,727.6892874002369,655.4884503642276,564.6949837672578,515.7714401500182,473.07865595494485,
