Chi(proportion),Avg UE Throughput(kBps),Spectral Efficiency,Fairness Idx,Cell-Edge Throughput(kBps),Discrimination Idx,Entropy,Proportion UE dropped,Avg Power Consumed by BS (kW)
0.1,1113.7901029370125,8.4648047823213E-6,0.5556458052561173,145.7093330960413,0.44535419474388205,4.746548032291605,0.0,0.0
0.10500000000000001,1110.5754949720426,8.440373761787539E-6,0.5527141647450518,144.14562215903786,0.4482858352549484,4.743044890936659,0.0,0.0
0.11000000000000001,1104.5911878306804,8.394893027513174E-6,0.5559444235741678,143.80568701375915,0.4450555764258324,4.746351671845176,0.0,0.0
0.11500000000000002,1100.1031725763676,8.360784111580398E-6,0.558164738091932,145.29426794927255,0.4428352619080673,4.751674387459541,0.0,0.0
0.12000000000000002,1009.7155375003928,1.1510757127504483E-5,0.5150203173624786,106.77871415132766,0.48597968263752145,5.25753070034352,0.0,0.0
0.12500000000000003,1008.105275753161,1.1492400143586063E-5,0.513634041357024,105.06055739365928,0.48736595864297577,5.253069705112552,0.0,0.0
0.13000000000000003,1011.6652122167384,1.153298341927083E-5,0.5151592175403975,105.36435672749079,0.4858407824596024,5.257175525198832,0.0,0.0
0.13500000000000004,1017.8015191676927,1.1602937318511695E-5,0.5138668161190951,106.33488902712351,0.48713318388090504,5.254425302330372,0.0,0.0
0.14000000000000004,1003.7009251022698,1.144219054616587E-5,0.5135757717042292,104.63496045385382,0.48742422829577065,5.253833295721183,0.0,0.0
0.14500000000000005,1012.7686588064352,1.1545562710393383E-5,0.5140712519098971,103.86698420287912,0.48692874809010284,5.254126936626878,0.0,0.0
0.15000000000000005,1011.2039376027737,1.152772488867164E-5,0.5171168457933498,105.93847298780749,0.4838831542066498,5.25973338139873,0.0,0.0
0.15500000000000005,1003.850605084869,1.144389689796752E-5,0.516091913251775,104.39109249708754,0.48490808674822505,5.258977070751083,0.0,0.0
0.16000000000000006,941.610558542993,1.43124804898535E-5,0.48763927765274945,84.78048779549724,0.5133607223472507,5.617021023119034,0.0,0.0
0.16500000000000006,945.3070719960461,1.4368667494339892E-5,0.4828388088874008,83.30824023088333,0.5181611911125991,5.606725053406468,0.0,0.0
0.17000000000000007,938.8925284880419,1.4271166433018215E-5,0.4854456593594359,82.89149370319434,0.5155543406405639,5.61213021056873,0.0,0.0
0.17500000000000007,945.544354750698,1.4372274192210634E-5,0.4870779476081892,83.60590287044771,0.5139220523918108,5.614095693107257,0.0,0.0
0.18000000000000008,945.1369931065828,1.4366082295220061E-5,0.48763646169363406,83.43948543625012,0.513363538306366,5.614078527716094,0.0,0.0
0.18500000000000008,942.9216112980348,1.4332408491730131E-5,0.48711201423518385,83.7763756664823,0.513887985764816,5.614158850392908,0.0,0.0
0.19000000000000009,949.2656236748168,1.4428837479857222E-5,0.4872424168480941,83.57547195881273,0.513757583151906,5.615246796361316,0.0,0.0
0.1950000000000001,946.7487003609702,1.439058024548677E-5,0.4859642370022844,82.87381601554684,0.5150357629977156,5.6131656438197695,0.0,0.0
0.2000000000000001,895.0524778833649,1.7005997079783922E-5,0.46466007740291376,69.38369388103315,0.5363399225970864,5.888923682532195,0.0,0.0
0.2050000000000001,896.5450803903822,1.7034356527417266E-5,0.46548433728441635,69.2380035518017,0.5355156627155837,5.889738256410569,0.0,0.0
0.2100000000000001,892.5679028690336,1.6958790154511654E-5,0.4650718017909364,69.14908881598696,0.5359281982090638,5.888487719353159,0.0,0.0
0.2150000000000001,896.2341069439963,1.702844803193593E-5,0.46703807610561665,69.16414398079127,0.5339619238943829,5.89287303121869,0.0,0.0
0.2200000000000001,902.341155825368,1.7144481960681973E-5,0.46497749727911797,68.7201860273824,0.5360225027208824,5.887690480576796,0.0,0.0
0.22500000000000012,900.3732077400268,1.7107090947060525E-5,0.46659161558606826,69.19954668260267,0.5344083844139316,5.891125136834909,0.0,0.0
0.23000000000000012,901.8011218015738,1.7134221314229915E-5,0.4657140789211183,69.54949283078658,0.5352859210788812,5.889864896277025,0.0,0.0
0.23500000000000013,897.8525725264187,1.7059198878001948E-5,0.4666059844683209,68.97785989204145,0.5343940155316789,5.889552694449643,0.0,0.0
0.24000000000000013,856.4082721495555,1.9526108605009852E-5,0.44642933611147334,58.85514976232365,0.5545706638885265,6.107657930865724,0.0,0.0
0.24500000000000013,852.4547085896635,1.9435967355844292E-5,0.44914655961590416,58.69346380371167,0.5518534403840963,6.114608739177738,0.0,0.0
0.2500000000000001,853.0530255829744,1.9449608983291806E-5,0.44836555557515717,58.30005644015889,0.552634444424842,6.114013273313311,0.0,0.0
0.2550000000000001,852.9980271634105,1.9448355019325784E-5,0.44838203372799357,59.09648719824491,0.5526179662720061,6.111909710484425,0.0,0.0
0.2600000000000001,859.3297826312288,1.9592719043991976E-5,0.4488176768046966,58.775581007409215,0.5521823231953032,6.112032299220303,0.0,0.0
0.2650000000000001,856.9075294576446,1.9537491671634294E-5,0.4502214276999861,59.3397877576038,0.5507785723000138,6.11664446433901,0.0,0.0
0.27000000000000013,856.0636821899043,1.9518251953929842E-5,0.44870602515461794,59.34122076668881,0.5522939748453823,6.114648808700581,0.0,0.0
0.27500000000000013,858.7008114080583,1.9578378500103734E-5,0.4506775218868847,59.02803730175076,0.550322478113116,6.116116852790884,0.0,0.0
0.28000000000000014,825.935763404058,2.196989130654796E-5,0.4349649937936275,51.1464041908172,0.5660350062063718,6.300241780354577,0.0,0.0
0.28500000000000014,820.9945413639244,2.1838454800280396E-5,0.43521493725030036,51.40912435482201,0.565785062749699,6.30244931749767,0.0,0.0
