UE min distance BS(km),UE T(kBps)
1331.2011026567843,1006.729154120091
993.0933402835066,784.4868078041337
947.4253710904896,434.45455490789465
443.40429313455877,788.8308930135033
27.378832591808553,2910.292217590178
803.3851518300362,535.8027384793962
0.6807378177875679,7578.407066712521
21.862709910905476,3305.0991096446805
174.6415211665932,1888.3480614905195
188.8032500788147,2736.7872795749627
1078.4132230285438,490.997834843868
502.8422458835408,896.7521170327432
931.6853600195318,270.85426684407196
1162.2783922251433,831.4513945900703
107.32390060554494,1947.8510576999931
825.4754058731735,823.8689562966398
761.8684624231706,636.4447012058943
1083.7943708345992,500.9106662722083
1181.253954676873,369.7856809617045
618.3283307772109,660.9352505654264
1001.8600061814989,361.4797426800745
1365.4791095751573,929.2273735499001
966.5120447110361,698.8461678776692
1490.2254841746621,262.78572822978515
1689.082447392533,540.4975165742609
903.0796947581002,386.2774340170084
1316.6191408045129,322.079664490313
831.2618725184276,1016.1403047594879
85.43338142045222,1383.214906725897
510.05931590568485,364.25893039671956
1203.6630004339806,580.6908082641936
1262.69198657727,590.5648061610442
1392.405739295263,687.1923112112926
709.4959543743964,261.979972161187
405.3282255086837,582.6152945811488
314.56427898237433,1896.566215448289
1388.943103302967,220.23391208354332
1080.5920578683026,1174.32945207683
1318.3978791539669,1019.0154527780035
240.135395015545,389.23022609320645
1122.059161144134,637.6891391413818
65.74934385949027,1894.6482186303986
1443.408869576547,364.4857009498568
1420.873199314433,1011.6785302902
639.4630619718481,273.0484128292643
1570.2073776076852,1353.1504155323698
1381.9478891909985,534.8255579805068
727.6654807280084,410.8770876365027
1184.0021914974927,988.3596809214032
1459.4615260838575,544.5030740117168
504.1485842315531,360.43324913725024
1696.184271895769,507.3830268814884
1724.653015579717,863.3749919437614
885.4170650124373,548.6747699801243
961.9464016482946,724.2546913724183
983.3159297793067,923.4650553827779
286.8689912706255,1552.1795994956267
1340.781644050404,389.45717443526075
1427.5211239746366,821.1215049206546
1360.874334611718,455.79341352060464
166.3987885196226,1432.510728335954
1328.1906928959252,1366.5932566175009
1065.6595541879187,305.51663264581117
963.9072419094266,560.3939175718193
1252.9930526527658,734.2267922982359
220.20774501475435,1790.3524606568092
1543.9200513955948,718.8078037257436
452.25058644988246,641.0718041961088
85.90344048583923,1897.6724243314663
1310.356470557581,291.39767338980516
1450.5305316026079,400.19165451777275
1564.0699127424762,1022.4042835773578
408.8961014665766,1141.9989986538055
696.4581643899322,536.8918239674656
1595.6593592608076,1717.9719194076254
1709.7633817526269,579.7048691755743
835.8653049810754,380.82774252604
982.1418251063219,815.917870431586
1109.0652839245852,436.2920263806747
212.66133616048018,699.6304587944309
932.867737463974,240.82412651678612
565.9698147365051,285.8496263721508
936.5544241910485,568.7276420364005
1663.173185820823,2771.3887601550077
240.560532784941,1353.653378595899
1268.873931823173,910.5874615900286
1083.5038200117494,457.7749490038914
478.84731313674234,1071.049433496315
713.8359659550213,609.7284476340291
108.33746349009574,2356.0150642868593
34.03811507292501,3654.5494295159256
842.3087091443546,852.9246030230526
172.11368978951543,2117.0653591651044
313.1719369954212,1184.3901143085561
1652.755716304057,298.1155165175072
18.80616750934596,3706.539684801689
988.0702148348652,357.547339560075
321.65882896405316,765.6939468346254
1729.3997213314515,670.9101223464858
1604.1230322963556,1674.5983797818783
1101.804615006914,249.36720066978842
1215.632553613622,208.34188109228302
1638.2059635400476,173.29053553958622
894.447568423703,416.88713119811956
1548.7349266704712,423.2970420820581
655.5565890037021,332.40655179230146
837.3778188961157,294.10056366616425
762.713075783733,330.8832455161289
1569.6222838961196,423.3495242824027
286.1784144605,2801.1318565903125
1333.2891842177382,558.2242743624823
835.9549030804477,633.6590137198134
931.43745606836,420.25697846676115
1629.9399976936797,250.51463267089835
320.04873061966885,1174.2841373921271
1138.7213806545933,288.498008973125
1579.0434919360312,695.0645055532381
636.7204648144177,306.48870151603813
20.02089835979308,4744.826517269719
1616.275028697921,496.8968229813015
1604.030033111835,1513.1715388774846
481.8127983139601,507.79782487220666
276.86596636906074,1235.6648936752551
949.297518971232,916.583611374194
186.99403546264625,1336.5124183334933
256.6471979061893,1485.7099476269723
276.2888080725817,928.1198756208993
598.3052199914678,1819.3173229539746
250.51742167096083,1432.0791541714666
65.11674856071683,2525.9814922465935
1278.877838982644,247.48336343120422
919.1060533374997,679.3569585725489
58.415681539873155,2591.171449756804
119.35251100263594,2116.311788866243
1076.5249908610595,864.6811014997458
1095.8477524432421,270.263956953579
280.2198518181159,1895.8787164436014
1078.3517344676784,574.4840134362679
1219.4758901719786,808.0919545755586
166.15140578815726,2686.7632830813077
13.504759436582125,4268.1292130483525
1039.9776979969204,795.1582902519709
796.1303146443756,357.7144198846462
243.84454687299046,1737.5335489619606
387.42633522939695,830.4446492169167
1267.742697826502,928.651154833615
1127.909997109049,503.41803586128384
1108.539505535928,294.1032882726852
873.0883444204529,597.0117851814308
595.1654948270179,875.8244138998839
1195.837776049577,1633.6947161897244
82.79081924891751,2025.2628201520943
68.30616964502896,2192.25801258657
1008.876896942932,461.47799747321545
291.1688290265573,1136.4852319305974
524.7553163602287,1387.614449527329
1463.945118675903,1178.562695447429
1270.751605421475,831.7615201842282
1535.8690245513842,861.4195712054101
1340.568930573541,638.3964720981813
1727.116312313352,109.42015196480568
1271.2044583920847,1021.8067071506853
652.763300615274,401.4782071347818
123.29081188946945,2424.6155808851577
113.99899005908006,1894.8234956273955
1485.4880010324923,289.1048310821999
1591.5155515191764,1087.8964525111296
1345.7852042596494,1366.5087311919751
1321.0726523050284,879.9423337022512
701.3976996700471,343.5613372942878
59.288824423831194,2531.890470891848
1058.7697949625274,320.3898871395126
1648.3372039863664,1396.8453655008598
1570.4260324562217,1126.6469339344956
549.643187371068,1656.8985378033815
1322.147976273902,1316.114534972031
794.9447402064364,366.5987231386915
685.0753788069335,465.82306331105144
512.2986408997258,1510.021382824179
910.8063861419374,217.75947945246352
523.661155540329,897.5535628379736
1402.7868199780398,467.0777180850211
1619.608851256037,294.04638364489017
1695.280151918772,376.72236621208526
464.8611433699522,892.7505616179147
109.2745988836062,2900.343231083184
1187.0437060993481,246.63062411883314
368.6162468522125,1387.0174778992034
1549.8680277577384,1894.0683139042615
410.17767192310924,2465.7567166228805
584.7809864897368,745.7277394337366
1542.8301172879258,593.938355199641
1613.3862327656425,230.12041394569752
1640.5374641788003,1174.2355703733322
171.5284079625857,1290.741881494908
1121.917798907223,378.51130809173293
1300.1850248539827,702.8793293636511
222.69786456623885,1383.9644869505892
1537.5325700629078,360.9925918136855
508.00413428454016,266.34326285089384
40.99117154673829,3152.404430217505
149.84410740207335,1462.1135057544018
747.0513286030804,371.79581939116184
297.1444644791707,932.4856077700318
647.1106762320542,413.56662629091
1456.7480956718966,294.2448225034599
1053.6516580454704,470.8812878660842
165.7450187122982,1844.5482853734134
1323.1367522071268,1037.417854854329
37.91580553231982,3146.027931521513
916.1797215667277,628.6895869173832
123.89920048306652,2122.405860406033
73.27200049679013,2764.7615262208124
650.976877434698,402.8286820987007
793.3482415417617,720.6619576158074
1505.1169917247782,334.50069210426733
297.7886217272509,858.6035990693164
79.94082382744419,2886.4943878928734
440.46652855046864,928.1271415424774
1699.1452645328243,2099.0408859655504
258.4468836763051,1830.2268337216392
116.9877901409277,2396.3386543691026
243.1538632131401,468.68840951831965
570.2009417872034,171.64882263797944
1398.6349584503514,240.1261021740862
1027.4501184179276,1138.7144550564194
283.7902117724386,831.0442685481765
276.7237435352805,2184.526150071526
1331.2011026567843,246.83271959884226
993.0933402835066,404.5780148677035
947.4253710904896,254.69653484615955
443.40429313455877,558.5868061587847
27.378832591808553,2435.0943622985938
803.3851518300362,125.0337201222067
0.6807378177875679,7255.252416664069
21.862709910905476,3201.7249314792434
174.6415211665932,1444.2187706775733
188.8032500788147,1201.3077483805753
1078.4132230285438,385.9206717970637
502.8422458835408,994.9821156652112
669.2595440484683,234.37941419077362
68.41920897802788,2605.252642933257
833.5958542729533,587.8348801089304
713.7359995708804,141.76831015942324
1389.744447821787,835.0003714853714
591.3846930939343,504.2253391999583
463.7436684351761,183.6917895642491
21.54969273338413,3308.227627865244
1078.0068405101276,343.1122025983991
968.9786670945729,465.9816600559743
909.8136729671307,219.74500608013236
615.8126576811168,331.55550649854774
931.6853600195318,358.7496884857481
1162.2783922251433,728.7716878254872
107.32390060554494,2136.3446397037883
825.4754058731735,309.3256782882335
761.8684624231706,302.53034985307477
1083.7943708345992,784.0367077189053
1181.253954676873,715.2006343060557
618.3283307772109,707.881660353711
1001.8600061814989,347.5821091605391
1365.4791095751573,362.30989241319054
966.5120447110361,219.71039018510922
1490.2254841746621,150.77665686862184
1292.7558154476567,443.3800626197854
802.2509814053121,515.978676005872
1034.8733022434321,1026.8459868202447
937.5111459939293,443.12319101413084
574.9486752810576,590.3186720582034
