UE min distance BS(km),UE T(kBps)
1023.6762622764965,645.6578710337067
608.9219529150752,306.5021482475827
354.3605000934612,186.31164944012426
378.798035646113,508.25082062304017
1092.0306715114598,273.2892925352817
227.3663806967831,350.4503564869429
1302.0199519035623,587.5485774894677
123.9342976893682,1559.706313738392
1097.3050911401065,283.6313327947599
502.42305563726956,223.63870415993475
1666.0958753016007,219.88074020133394
1491.5740822806483,168.71304667769988
984.119077075644,373.33059055107066
126.12386240034604,1096.441371247962
1579.2916198576352,1819.52543152192
1074.4490639274234,571.3213554522282
995.8815692376156,475.50957904060624
1626.1030195442797,699.3974204136948
1261.9347205935603,773.2122629818992
1484.4667811244087,353.1061260267949
1494.8535566472951,1372.5286357381617
742.3988090999532,192.8507709269249
483.137630513294,129.690209154382
198.4613375931994,846.6902592138713
1352.0870290355479,581.3871246504351
1454.0689480285998,210.54776442382575
827.1072076911885,183.36783456308456
1540.9195298022,154.05664668422102
1051.0849196283834,186.59336884814425
1123.3894469007953,126.9171484682114
1192.470513942885,275.63056579699366
909.3352654636664,209.10642358633797
1411.7350222132104,489.4928316254281
1255.2824540336571,237.2362002924006
1187.4158759534505,368.39044218218396
666.972671194671,158.10068740793366
1274.5537447580293,149.8442576190304
788.7189789046804,116.67140915889804
642.2975778534806,94.76563302490874
677.6271767768731,449.4166453849043
1414.170720906615,689.9597572149497
1000.8397073095522,735.20339580853
556.8784397298568,653.1291124163068
1567.9703373402301,1289.3960182310072
525.1677776650874,128.54692637488185
283.3537458696989,1830.8346608438933
133.5246712753864,1145.2244031613457
687.9151867895899,613.9731174882897
1159.8757249169566,563.1149468021878
1521.146351110376,629.9454621718909
1181.5822240553325,353.3204991045025
1480.8136224960044,902.168446348447
1205.251779827193,513.4845079964531
1120.642932081174,122.25801950795513
1448.870196017677,1576.6502411866088
1102.05100671409,650.1699022556166
1721.5910313509596,537.968712347119
546.6585710610398,581.3940686487971
364.69258183325525,343.6852744056191
1466.8983405663344,51.669288519099666
1006.3804185062797,1042.9944552204518
543.7498910356319,321.07318769533424
214.76081310693235,312.6187331476136
244.4405919049256,595.0371619717375
1669.40383547234,1569.9078281619368
293.79628032422875,575.5586423208258
811.91319354651,363.43525601668347
109.84424779639039,2084.9072857059978
1663.180453918408,2245.246886521857
6.2498913726825585,4068.111824004871
293.4818759549242,157.7975365173743
839.0761817824801,392.0108126436016
766.7454359293107,335.12871221659657
1109.0251466963705,159.30852221253338
1342.2004196310193,103.81752024354206
211.2090554205484,932.8479919309731
449.9766676370523,1140.2353744645386
1121.5678132111345,1220.409813251708
1495.1592968429954,457.65315649173806
459.9159458513719,836.0701620509184
157.57691141563777,1085.6805091332967
869.9253597297355,159.92692017473
795.7177626695039,169.770429862405
1398.2655049769119,413.0674504707738
1405.4856593760287,161.71812749282972
1389.7037062747277,1116.9840581778726
76.29775378522672,3309.9532746611635
1405.6273338242984,530.990017023447
1320.956506983773,131.29791439180886
1698.9063925521907,829.1904978095364
595.9651793317498,1063.6883580999706
799.2983068330509,123.51038353361712
520.9955409590435,534.213261001096
21.337000651779544,3477.5270189287
1341.026731254127,159.31538916947653
833.7441514518757,120.09196176044674
1710.8924596934203,575.6264942454528
1717.7144511955385,360.31033921282506
1297.3008845406093,323.86749084804546
75.34080015444037,2157.93984636006
726.5856597263886,382.4612688599385
984.3173428976611,584.3654131056147
348.0400499543954,117.12812750895777
572.5469397954506,145.18386912688422
1633.662633853715,1046.460444244276
81.51803770043057,2343.6772490305752
880.2575603254263,200.85750659301905
1664.7003868887139,357.344656658347
375.57921199576293,760.996262976122
917.0029903771701,153.140649330948
1713.7503286443957,405.1415243624013
1619.1336541811481,421.69039291300726
468.2149652263657,1296.7244312319735
210.63578029821832,705.6366789334552
438.31507548743525,174.40140039233842
1391.6080052951997,140.73781383689771
920.24562453308,173.52897436280523
999.2335818301035,384.3687241542811
1528.4298898047286,483.992812945242
988.8687777838326,193.44421452266928
534.2676962793082,628.2067206274479
1117.951458204944,457.75389563419407
452.743509434732,356.3982072075682
98.26048535965099,1574.6549085565969
1426.7554299705678,275.72774472142316
919.9712506688036,207.97833057808478
715.9545755728633,167.63848601844992
768.3705486954238,605.7256452936446
1023.6808470304204,509.2046770827286
573.506669156202,602.0445471739492
1601.9765016522383,2293.1220926486694
967.749417477392,156.82480205422883
1583.589656108144,155.8343498126087
663.3721874944873,211.491274557491
910.0935460557962,170.95821621154235
668.5928629185704,1040.985543863608
902.1786711146558,235.82261465325487
530.2423422290126,771.004431138282
1617.8900317277225,815.7820780349291
154.33753558663633,1107.2328231441825
100.45378595038707,1834.450927299265
1602.2255016438812,137.58263478293793
1570.313543806522,118.81807122370154
1134.751928430326,204.1441532672402
744.5353229212674,610.0081966408393
1533.1118057236488,522.8704647804365
1524.2153928340913,347.43965493130406
1180.8664826947752,296.1466153647309
790.1853810781482,225.34506782921096
1248.430838743655,528.1287292596447
428.9301229766569,876.7884254819928
3.434901438127564,6015.183759159272
1489.529825847067,403.5766299194959
1349.059861775824,125.61690605081316
1114.9644461725443,215.7505869079332
1502.103395309227,1306.1388250936118
450.7931186067273,468.3700095514757
566.9510948859895,169.41272611624666
902.2507025250976,123.25210620271382
1153.1070847247356,150.2633728035038
1001.8378696052075,207.83485045891038
312.81172116900177,1807.918911044622
49.774023464881076,3798.910198304675
715.4097516196357,202.24951095426434
954.3213063184235,104.45510458749104
1509.896725010266,379.02315136912387
1193.2075000563598,170.18276330933276
15.26154145564654,3880.749224382856
1647.4414689131154,355.6017825063909
1147.8284976649315,95.45548981222079
1570.2754930900237,1093.0098558165405
1357.428232127957,744.2839265954651
524.5733863395844,175.09880749054608
983.7685434394853,813.9466548304023
132.42007423895402,1720.4091978838067
1186.9765889678158,271.23045660157027
500.75368587826347,646.5239778350686
705.6005390206029,167.35873313308676
9.633449239293144,4044.593719786285
1153.824079012239,991.8996359503228
1554.7892370243364,205.72957823929622
949.3272462730109,292.8912469232542
1147.8566091742832,568.3882217314443
934.7688559600496,171.90671183671628
691.9591793756165,983.9551300564189
625.9275599057054,204.60674826381975
1526.1297074077324,388.9569121504378
920.4355357803405,270.74292895694816
1187.5237384570744,405.303445871474
739.365886254372,197.91590516327446
1482.5495649179804,434.2909456635416
1438.9685984764099,601.0106956011157
1270.9706045722896,230.06905254610285
256.6491563880311,1322.1749634760567
80.69318075752994,1527.845262249416
1539.3306162642957,242.16324410397544
574.0755171336417,659.6113906820297
1010.4406791865914,201.87863261160598
1195.8538539641756,406.29153139501955
1328.4283649415963,592.9726522446337
1053.5888712232245,1155.2475543880214
1338.2717381092536,267.1823290241813
50.45327758044317,2037.6958580410908
165.1094590585506,1522.1836790679533
1499.3900835304992,325.63006682991437
420.58282553424,924.9034014203316
820.3607142956793,291.79255867519896
24.82757082404965,3746.6312007456304
115.31809309465804,1750.4051450036318
1325.2513207962777,309.9841466467886
1106.9170683883947,161.96801387739552
447.6509910885422,1493.183477382468
134.7712974767012,1952.4491612974255
581.2992836198911,197.35683573945835
658.4879795918108,488.8166176633585
709.263388213329,208.6316955998977
333.0703178869317,555.7892494649703
377.57124267933534,194.43522409585572
1592.3382855693085,1460.8502901270779
362.15946566935224,642.759223254731
1086.5308555507527,450.1153398616215
1019.1039761853848,133.103359463843
1476.3485269206096,166.55571666579337
40.502164302600306,3164.0520279725347
215.65200148499324,703.5729312740739
1611.7628807425122,785.4767048978895
746.5409787862784,433.72235517504043
553.735193180054,799.6268505812849
1023.6762622764965,636.0904615634614
608.9219529150752,742.0571784068995
354.3605000934612,1109.2605620747681
378.798035646113,386.7934268306354
1092.0306715114598,286.2705690542749
227.3663806967831,1097.9063058448658
1302.0199519035623,421.10124786599226
123.9342976893682,1888.205762696361
1097.3050911401065,580.3593812685077
502.42305563726956,316.57877664508027
1666.0958753016007,166.8160481541793
1491.5740822806483,648.182334121071
1638.0046381453135,353.7482327362156
1282.419779368886,330.47001269284704
589.9217801985603,342.02351224849235
798.9555111755946,234.3174143435155
1692.4053023123042,766.6486906766175
487.68538013935574,835.0764081519729
378.18249968383645,1070.6844919900407
1199.7374222901633,294.89641573234127
265.17004948807227,1206.6754209041
390.85678882350135,918.2249098553395
296.25495498811273,608.8978249692296
1352.845525052453,421.76806496019
984.119077075644,579.3419669435596
126.12386240034604,804.5662515193169
1579.2916198576352,2074.288944803404
1074.4490639274234,877.2444988059525
995.8815692376156,173.72427363312238
