Distance/m,Chi = 0.1,Chi = 0.2,Chi = 0.30000000000000004,Chi = 0.4,Chi = 0.5,Chi = 0.6,Chi = 0.7,Chi = 0.7999999999999999,Chi = 0.8999999999999999,Chi = 0.9999999999999999
0.1,8927.205361401186,8688.500348528052,8601.253898331255,8511.20528783198,8461.935199028072,8406.53405475895,8373.066574729917,8330.006548499778,8307.022697547067,8282.718696322709,
10.1,4646.74424548225,4406.998653634826,4320.274730977912,4226.9443918302295,4179.822310601967,4121.684878459218,4089.1758184167484,4047.308248261435,4021.7288812894108,4000.4588590229678,
20.1,4007.5934770436775,3768.0249388480615,3681.455773265739,3588.3939263917164,3539.4619693058576,3484.3143343753245,3450.0370960833407,3409.7582076461913,3383.6967665454094,3362.2475213587877,
30.1,3632.1409543943505,3393.768873696218,3305.518395682881,3213.327146706169,3166.5827178451614,3108.980227009901,3076.650247747112,3032.8589753293313,3009.142416728443,2986.576059302416,
40.1,3361.945177308831,3129.153972919732,3041.7362837458118,2947.2376600152475,2898.8367281759624,2842.2897457584313,2809.556258532211,2767.991944472559,2742.6638806655315,2721.296908939602,
50.1,3159.660518691191,2923.72975537722,2833.667988506531,2739.9264264335666,2692.6560445995046,2635.051025861389,2603.114304092537,2562.0721096783873,2536.2752610486914,2514.161582650192,
60.1,2990.4516878479426,2752.0306119873944,2663.344591419677,2571.5640174472737,2523.6829611649546,2467.34414008212,2433.601251880079,2391.3454943351117,2367.998548331854,2345.374659341601,
70.1,2844.685562574272,2609.697043583075,2520.4521373137836,2428.106725321798,2381.7658182076143,2323.7446087876483,2290.425194465885,2248.250871269384,2223.645218074238,2202.5836249922563,
80.1,2718.837892664541,2484.4679023721565,2397.470063759656,2304.343501003508,2257.7450240514877,2199.658913631956,2168.374992050599,2125.1803386493193,2101.4002642745368,2077.1315446221865,
90.1,2613.6486684582314,2376.113131219762,2286.941496555046,2195.8172799971912,2148.4513356552725,2091.1450535288263,2057.590081668698,2015.6648676629738,1992.2101023360747,1968.082806658601,
100.1,2512.4391548298536,2276.110395765163,2191.859510362151,2100.702495950434,2051.0349414779816,1993.4405014241113,1960.2512550104814,1919.0746669429486,1893.873692017888,1871.7959126590501,
110.1,2427.478227964716,2187.7694937130827,2101.340581080072,2009.9475990342817,1961.5304592169102,1903.9758550892445,1873.1503647953955,1830.7206343094085,1805.3237097157214,1783.0939914654225,
120.1,2346.0099459871094,2107.3031948206885,2021.1879572369157,1928.1145055147203,1881.18991523639,1824.128125485073,1790.1667776188172,1748.857367415098,1725.7994944001387,1703.082712811854,
130.1,2273.0909579755776,2032.8852982963715,1947.366200176396,1854.8808345338255,1807.8154926858044,1750.9509912702872,1717.162206952176,1675.3115392685995,1651.2064221886174,1629.8034185841586,
140.1,2199.270677549531,1965.3861172097102,1877.3277909738715,1785.9131233238286,1739.1944600030902,1681.582568457644,1649.7110820447135,1607.6549968503994,1584.104706303322,1561.6382875713903,
150.1,2137.696569673633,1901.474835994203,1812.2855920553977,1721.6080252672098,1675.9086258166346,1618.236707326196,1585.6469384307504,1543.1542575713502,1520.3147529162472,1498.3903477905965,
160.1,2079.8605297800077,1842.6911487198597,1755.3208930280625,1663.3993009805363,1615.9999734970318,1557.846194138442,1525.7085014252057,1486.1522991688137,1460.8739729280655,1439.5666184859429,
170.1,2020.0825735292751,1783.09727546811,1698.6545740731958,1606.3521787648556,1561.1270697081623,1502.9840987483506,1471.6729123140121,1429.160057525785,1407.017414484771,1384.1911708382008,
180.1,1969.3421784228879,1731.7850944490503,1645.6146417457985,1553.1715942342098,1507.946005819049,1450.3062007287917,1418.0481149433201,1378.3546436528432,1354.2582298469763,1332.2294809420357,
190.1,1919.5837150586701,1679.1214304408536,1594.0737810982546,1504.3262357440835,1457.6386920742925,1401.0473339355974,1369.2786460927175,1329.0399211296894,1304.6252869340874,1282.243292917958,
200.1,1869.8464921053271,1634.4921653349043,1548.7699379695196,1457.5866388933405,1413.2223062473213,1354.2648002063645,1323.498928960835,1282.0280014304958,1258.3229416341849,1237.7011381600319,
210.1,1823.0547056030023,1590.801977976,1503.1104135452667,1413.062534104456,1366.1846168932434,1310.4555878819765,1279.8111766397553,1238.9093233351812,1214.4976646801847,1193.8296747833722,
220.1,1780.6239805103166,1546.322786229667,1458.9500784793418,1370.5873809147588,1323.8788904818587,1268.3902530276102,1237.9771015039032,1197.0142456961503,1174.063301793315,1152.4507184950621,
230.1,1738.0354042797012,1506.1022600985814,1419.9774169734137,1330.1561652909616,1284.481341977048,1227.9238495503691,1197.2225463419968,1157.5708653371537,1134.41779684793,1112.806053226108,
240.1,1700.741413423179,1466.096607685945,1379.67599489636,1291.029642015963,1246.4956973731737,1189.0128935843425,1160.2782548627638,1119.039826050535,1096.5346280411682,1075.097421371262,
250.1,1663.2507665202031,1429.2340922882029,1343.3950251411395,1255.0515818048025,1208.6249376792246,1153.660329339995,1124.5180355340806,1083.9595139579956,1060.0206053663644,1040.4329952515297,
260.1,1626.0923739389239,1392.8067999612515,1308.142749997615,1217.8482030461314,1172.9813181384097,1118.553961912788,1088.9743115305055,1049.9709588238154,1027.1055371091886,1005.5339618219479,
270.1,1590.6393256289139,1357.2304022044905,1273.3987880470195,1183.4612820739046,1140.9588625287088,1085.955934138262,1054.877481519606,1016.2902158939771,993.3159065023148,972.0028740265807,
280.1,1550.522044672583,1324.1386423673757,1241.5451495096415,1151.7277987415052,1106.187906811927,1053.2951478781367,1023.4462597737884,984.2791807884631,962.4246748581553,942.9745503941048,
290.1,1524.3683682676779,1290.9950961338855,1206.5602825199387,1121.1428751343794,1075.4480708564954,1023.0174371055632,993.0460961285426,954.6025768107571,931.7711337701955,911.7550108667257,
300.1,1490.8819678156121,1260.850200067352,1177.153575141451,1090.3441439697601,1046.285317657577,992.259607145205,963.4774427688775,924.8844331940069,902.8528966581911,883.0601957281458,
